# TRACY II v. SYNCHROTRON SOLEIL -- chambre.out -- Mon Feb 16 09:22:31 2004 
#  i  name      s   -xch(mm)   +xch(mm)  zch (mm)
#
 501  sd2    151.22  -1000.000  1000.000  1000.000
 502  qp8    151.38  -1000.000  1000.000  1000.000
 503  qp8    151.54  -1000.000  1000.000  1000.000
 504  sd13   155.02  -1000.000  1000.000  1000.000
 505  sd13   158.50  -1000.000  1000.000  1000.000
 506  qp8    158.66  -1000.000  1000.000  1000.000
 507  qp8    158.82  -1000.000  1000.000  1000.000
 508  sd2    159.21  -1000.000  1000.000  1000.000
 509  sx6    159.21  -1000.000  1000.000  1000.000
 510  sd3    159.41  -1000.000  1000.000  1000.000
 511  qp7    159.64  -1000.000  1000.000  1000.000
 512  qp7    159.87  -1000.000  1000.000  1000.000
 513  sd4    160.26  -1000.000  1000.000  1000.000
 514  sx5    160.26  -1000.000  1000.000  1000.000
 515  sd5    160.46  -1000.000  1000.000  1000.000
 516  qp6    160.62  -1000.000  1000.000  1000.000
 517  qp6    160.78  -1000.000  1000.000  1000.000
 518  sd7    161.22  -1000.000  1000.000  1000.000
 519  bend2  161.40  -1000.000  1000.000  1000.000
 520  bend3  161.57  -1000.000  1000.000  1000.000
 521  bend3  161.75  -1000.000  1000.000  1000.000
 522  bend3  161.92  -1000.000  1000.000  1000.000
 523  bend3  162.10  -1000.000  1000.000  1000.000
 524  bend4  162.27  -1000.000  1000.000  1000.000
 525  sd7    162.71  -1000.000  1000.000  1000.000
 526  qp4    162.87  -1000.000  1000.000  1000.000
 527  qp4    163.03  -1000.000  1000.000  1000.000
 528  sd8    163.23  -1000.000  1000.000  1000.000
 529  sx3    163.23  -1000.000  1000.000  1000.000
 530  sd9    163.71  -1000.000  1000.000  1000.000
 531  qp5    163.87  -1000.000  1000.000  1000.000
 532  qp5    164.03  -1000.000  1000.000  1000.000
 533  sd10   164.50  -1000.000  1000.000  1000.000
 534  sx4    164.50  -1000.000  1000.000  1000.000
 535  sd12   164.97  -1000.000  1000.000  1000.000
 536  qp5    165.13  -1000.000  1000.000  1000.000
 537  qp5    165.29  -1000.000  1000.000  1000.000
 538  sd9    165.77  -1000.000  1000.000  1000.000
 539  sx3    165.77  -1000.000  1000.000  1000.000
 540  sd8    165.97  -1000.000  1000.000  1000.000
 541  qp4    166.13  -1000.000  1000.000  1000.000
 542  qp4    166.29  -1000.000  1000.000  1000.000
 543  sd7    166.73  -1000.000  1000.000  1000.000
 544  bend2  166.90  -1000.000  1000.000  1000.000
 545  bend3  167.08  -1000.000  1000.000  1000.000
 546  bend3  167.25  -1000.000  1000.000  1000.000
 547  bend3  167.43  -1000.000  1000.000  1000.000
 548  bend3  167.60  -1000.000  1000.000  1000.000
 549  bend4  167.78  -1000.000  1000.000  1000.000
 550  sd6    168.57  -1000.000  1000.000  1000.000
 551  sx2    168.57  -1000.000  1000.000  1000.000
 552  sd5    168.77  -1000.000  1000.000  1000.000
 553  qp3    168.93  -1000.000  1000.000  1000.000
 554  qp3    169.09  -1000.000  1000.000  1000.000
 555  sd14   169.68  -1000.000  1000.000  1000.000
 556  qp2    169.91  -1000.000  1000.000  1000.000
 557  qp2    170.14  -1000.000  1000.000  1000.000
 558  sd3    170.34  -1000.000  1000.000  1000.000
 559  sx1    170.34  -1000.000  1000.000  1000.000
 560  sd2    170.73  -1000.000  1000.000  1000.000
 561  qp1    170.89  -1000.000  1000.000  1000.000
 562  qp1    171.05  -1000.000  1000.000  1000.000
 563  sd1    177.05  -1000.000  1000.000  1000.000
 564  sd1    183.05  -1000.000  1000.000  1000.000
 565  qp1    183.21  -1000.000  1000.000  1000.000
 566  qp1    183.37  -1000.000  1000.000  1000.000
 567  sd2    183.76  -1000.000  1000.000  1000.000
 568  sx1    183.76  -1000.000  1000.000  1000.000
 569  sd3    183.96  -1000.000  1000.000  1000.000
 570  qp2    184.19  -1000.000  1000.000  1000.000
 571  qp2    184.42  -1000.000  1000.000  1000.000
 572  sd14   185.01  -1000.000  1000.000  1000.000
 573  qp3    185.17  -1000.000  1000.000  1000.000
 574  qp3    185.33  -1000.000  1000.000  1000.000
 575  sd5    185.53  -1000.000  1000.000  1000.000
 576  sx2    185.53  -1000.000  1000.000  1000.000
 577  sd6    186.32  -1000.000  1000.000  1000.000
 578  bend2  186.49  -1000.000  1000.000  1000.000
 579  bend3  186.67  -1000.000  1000.000  1000.000
 580  bend3  186.84  -1000.000  1000.000  1000.000
 581  bend3  187.02  -1000.000  1000.000  1000.000
 582  bend3  187.20  -1000.000  1000.000  1000.000
 583  bend4  187.37  -1000.000  1000.000  1000.000
 584  sd7    187.81  -1000.000  1000.000  1000.000
 585  qp4    187.97  -1000.000  1000.000  1000.000
 586  qp4    188.13  -1000.000  1000.000  1000.000
 587  sd8    188.33  -1000.000  1000.000  1000.000
 588  sx3    188.33  -1000.000  1000.000  1000.000
 589  sd9    188.81  -1000.000  1000.000  1000.000
 590  qp5    188.97  -1000.000  1000.000  1000.000
 591  qp5    189.13  -1000.000  1000.000  1000.000
 592  sd12   189.60  -1000.000  1000.000  1000.000
 593  sx4    189.60  -1000.000  1000.000  1000.000
 594  sd10   190.07  -1000.000  1000.000  1000.000
 595  qp5    190.23  -1000.000  1000.000  1000.000
 596  qp5    190.39  -1000.000  1000.000  1000.000
 597  sd9    190.86  -1000.000  1000.000  1000.000
 598  sx3    190.86  -1000.000  1000.000  1000.000
 599  sd8    191.06  -1000.000  1000.000  1000.000
 600  qp4    191.22  -1000.000  1000.000  1000.000
 601  qp4    191.38  -1000.000  1000.000  1000.000
 602  sd7    191.82  -1000.000  1000.000  1000.000
 603  bend2  192.00  -1000.000  1000.000  1000.000
 604  bend3  192.17  -1000.000  1000.000  1000.000
 605  bend3  192.35  -1000.000  1000.000  1000.000
 606  bend3  192.53  -1000.000  1000.000  1000.000
 607  bend3  192.70  -1000.000  1000.000  1000.000
 608  bend4  192.88  -1000.000  1000.000  1000.000
 609  sd7    193.32  -1000.000  1000.000  1000.000
 610  qp6    193.48  -1000.000  1000.000  1000.000
 611  qp6    193.64  -1000.000  1000.000  1000.000
 612  sd5    193.84  -1000.000  1000.000  1000.000
 613  sx5    193.84  -1000.000  1000.000  1000.000
 614  sd4    194.23  -1000.000  1000.000  1000.000
 615  qp7    194.46  -1000.000  1000.000  1000.000
 616  qp7    194.69  -1000.000  1000.000  1000.000
 617  sd3    194.89  -1000.000  1000.000  1000.000
 618  sx6    194.89  -1000.000  1000.000  1000.000
 619  sd2    195.28  -1000.000  1000.000  1000.000
 620  qp8    195.44  -1000.000  1000.000  1000.000
 621  qp8    195.60  -1000.000  1000.000  1000.000
 622  sd13   199.08  -1000.000  1000.000  1000.000
 623  sd13   202.56  -1000.000  1000.000  1000.000
 624  qp8    202.72  -1000.000  1000.000  1000.000
 625  qp8    202.88  -1000.000  1000.000  1000.000
 626  sd2    203.27  -1000.000  1000.000  1000.000
 627  sx8    203.27  -1000.000  1000.000  1000.000
 628  sd3    203.47  -1000.000  1000.000  1000.000
 629  qp7    203.70  -1000.000  1000.000  1000.000
 630  qp7    203.93  -1000.000  1000.000  1000.000
 631  sd4    204.32  -1000.000  1000.000  1000.000
 632  sx7    204.32  -1000.000  1000.000  1000.000
 633  sd5    204.52  -1000.000  1000.000  1000.000
 634  qp6    204.68  -1000.000  1000.000  1000.000
 635  qp6    204.84  -1000.000  1000.000  1000.000
 636  sd7    205.28  -1000.000  1000.000  1000.000
 637  bend2  205.46  -1000.000  1000.000  1000.000
 638  bend3  205.63  -1000.000  1000.000  1000.000
 639  bend3  205.81  -1000.000  1000.000  1000.000
 640  bend3  205.98  -1000.000  1000.000  1000.000
 641  bend3  206.16  -1000.000  1000.000  1000.000
 642  bend4  206.33  -1000.000  1000.000  1000.000
 643  sd7    206.77  -1000.000  1000.000  1000.000
 644  qp9    206.93  -1000.000  1000.000  1000.000
 645  qp9    207.09  -1000.000  1000.000  1000.000
 646  sd8    207.29  -1000.000  1000.000  1000.000
 647  sx9    207.29  -1000.000  1000.000  1000.000
 648  sd9    207.77  -1000.000  1000.000  1000.000
 649  qp10   207.93  -1000.000  1000.000  1000.000
 650  qp10   208.09  -1000.000  1000.000  1000.000
 651  sd8    208.29  -1000.000  1000.000  1000.000
 652  sx10   208.29  -1000.000  1000.000  1000.000
 653  sdac   210.19  -1000.000  1000.000  1000.000
 654  sdac   212.10  -1000.000  1000.000  1000.000
 655  sx10   212.10  -1000.000  1000.000  1000.000
 656  sd8    212.30  -1000.000  1000.000  1000.000
 657  qp10   212.46  -1000.000  1000.000  1000.000
 658  qp10   212.62  -1000.000  1000.000  1000.000
 659  sd9    213.10  -1000.000  1000.000  1000.000
 660  sx9    213.10  -1000.000  1000.000  1000.000
 661  sd8    213.30  -1000.000  1000.000  1000.000
 662  qp9    213.46  -1000.000  1000.000  1000.000
 663  qp9    213.62  -1000.000  1000.000  1000.000
 664  sd7    214.06  -1000.000  1000.000  1000.000
 665  bend2  214.23  -1000.000  1000.000  1000.000
 666  bend3  214.41  -1000.000  1000.000  1000.000
 667  bend3  214.58  -1000.000  1000.000  1000.000
 668  bend3  214.76  -1000.000  1000.000  1000.000
 669  bend3  214.93  -1000.000  1000.000  1000.000
 670  bend4  215.11  -1000.000  1000.000  1000.000
 671  sd7    215.55  -1000.000  1000.000  1000.000
 672  qp6    215.71  -1000.000  1000.000  1000.000
 673  qp6    215.87  -1000.000  1000.000  1000.000
 674  sd5    216.07  -1000.000  1000.000  1000.000
 675  sx7    216.07  -1000.000  1000.000  1000.000
 676  sd4    216.46  -1000.000  1000.000  1000.000
 677  qp7    216.69  -1000.000  1000.000  1000.000
 678  qp7    216.92  -1000.000  1000.000  1000.000
 679  sd3    217.12  -1000.000  1000.000  1000.000
 680  sx8    217.12  -1000.000  1000.000  1000.000
 681  sd2    217.51  -1000.000  1000.000  1000.000
 682  qp8    217.67  -1000.000  1000.000  1000.000
 683  qp8    217.83  -1000.000  1000.000  1000.000
 684  sd13   221.31  -1000.000  1000.000  1000.000
 685  sd13   224.79  -1000.000  1000.000  1000.000
 686  qp8    224.95  -1000.000  1000.000  1000.000
 687  qp8    225.11  -1000.000  1000.000  1000.000
 688  sd2    225.50  -1000.000  1000.000  1000.000
 689  sx8    225.50  -1000.000  1000.000  1000.000
 690  sd3    225.70  -1000.000  1000.000  1000.000
 691  qp7    225.93  -1000.000  1000.000  1000.000
 692  qp7    226.16  -1000.000  1000.000  1000.000
 693  sd4    226.55  -1000.000  1000.000  1000.000
 694  sx7    226.55  -1000.000  1000.000  1000.000
 695  sd5    226.75  -1000.000  1000.000  1000.000
 696  qp6    226.91  -1000.000  1000.000  1000.000
 697  qp6    227.07  -1000.000  1000.000  1000.000
 698  sd7    227.51  -1000.000  1000.000  1000.000
 699  bend2  227.69  -1000.000  1000.000  1000.000
 700  bend3  227.86  -1000.000  1000.000  1000.000
 701  bend3  228.04  -1000.000  1000.000  1000.000
 702  bend3  228.21  -1000.000  1000.000  1000.000
 703  bend3  228.39  -1000.000  1000.000  1000.000
 704  bend4  228.57  -1000.000  1000.000  1000.000
 705  sd7    229.01  -1000.000  1000.000  1000.000
 706  qp9    229.17  -1000.000  1000.000  1000.000
 707  qp9    229.33  -1000.000  1000.000  1000.000
 708  sd8    229.53  -1000.000  1000.000  1000.000
 709  sx9    229.53  -1000.000  1000.000  1000.000
 710  sd9    230.00  -1000.000  1000.000  1000.000
 711  qp10   230.16  -1000.000  1000.000  1000.000
 712  qp10   230.32  -1000.000  1000.000  1000.000
 713  sd8    230.52  -1000.000  1000.000  1000.000
 714  sx10   230.52  -1000.000  1000.000  1000.000
 715  sdac   232.43  -1000.000  1000.000  1000.000
 716  sdac   234.33  -1000.000  1000.000  1000.000
 717  sx10   234.33  -1000.000  1000.000  1000.000
 718  sd8    234.53  -1000.000  1000.000  1000.000
 719  qp10   234.69  -1000.000  1000.000  1000.000
 720  qp10   234.85  -1000.000  1000.000  1000.000
 721  sd9    235.33  -1000.000  1000.000  1000.000
 722  sx9    235.33  -1000.000  1000.000  1000.000
 723  sd8    235.53  -1000.000  1000.000  1000.000
 724  qp9    235.69  -1000.000  1000.000  1000.000
 725  qp9    235.85  -1000.000  1000.000  1000.000
 726  sd7    236.29  -1000.000  1000.000  1000.000
 727  bend2  236.46  -1000.000  1000.000  1000.000
 728  bend3  236.64  -1000.000  1000.000  1000.000
 729  bend3  236.81  -1000.000  1000.000  1000.000
 730  bend3  236.99  -1000.000  1000.000  1000.000
 731  bend3  237.16  -1000.000  1000.000  1000.000
 732  bend4  237.34  -1000.000  1000.000  1000.000
 733  sd7    237.78  -1000.000  1000.000  1000.000
 734  qp6    237.94  -1000.000  1000.000  1000.000
 735  qp6    238.10  -1000.000  1000.000  1000.000
 736  sd5    238.30  -1000.000  1000.000  1000.000
 737  sx7    238.30  -1000.000  1000.000  1000.000
 738  sd4    238.69  -1000.000  1000.000  1000.000
 739  qp7    238.92  -1000.000  1000.000  1000.000
 740  qp7    239.15  -1000.000  1000.000  1000.000
 741  sd3    239.35  -1000.000  1000.000  1000.000
 742  sx8    239.35  -1000.000  1000.000  1000.000
 743  sd2    239.74  -1000.000  1000.000  1000.000
 744  qp8    239.90  -1000.000  1000.000  1000.000
 745  qp8    240.06  -1000.000  1000.000  1000.000
 746  sd13   243.54  -1000.000  1000.000  1000.000
 747  sd13   247.03  -1000.000  1000.000  1000.000
 748  qp8    247.19  -1000.000  1000.000  1000.000
 749  qp8    247.34  -1000.000  1000.000  1000.000
 750  sd2    247.74  -1000.000  1000.000  1000.000
 751  sx6    247.74  -1000.000  1000.000  1000.000
 752  sd3    247.94  -1000.000  1000.000  1000.000
 753  qp7    248.16  -1000.000  1000.000  1000.000
 754  qp7    248.40  -1000.000  1000.000  1000.000
 755  sd4    248.78  -1000.000  1000.000  1000.000
 756  sx5    248.78  -1000.000  1000.000  1000.000
 757  sd5    248.99  -1000.000  1000.000  1000.000
 758  qp6    249.15  -1000.000  1000.000  1000.000
 759  qp6    249.31  -1000.000  1000.000  1000.000
 760  sd7    249.75  -1000.000  1000.000  1000.000
 761  bend2  249.92  -1000.000  1000.000  1000.000
 762  bend3  250.10  -1000.000  1000.000  1000.000
 763  bend3  250.27  -1000.000  1000.000  1000.000
 764  bend3  250.45  -1000.000  1000.000  1000.000
 765  bend3  250.62  -1000.000  1000.000  1000.000
 766  bend4  250.80  -1000.000  1000.000  1000.000
 767  sd7    251.24  -1000.000  1000.000  1000.000
 768  qp4    251.40  -1000.000  1000.000  1000.000
 769  qp4    251.56  -1000.000  1000.000  1000.000
 770  sd8    251.76  -1000.000  1000.000  1000.000
 771  sx3    251.76  -1000.000  1000.000  1000.000
 772  sd9    252.23  -1000.000  1000.000  1000.000
 773  qp5    252.39  -1000.000  1000.000  1000.000
 774  qp5    252.55  -1000.000  1000.000  1000.000
 775  sd10   253.02  -1000.000  1000.000  1000.000
 776  sx4    253.02  -1000.000  1000.000  1000.000
 777  sd12   253.49  -1000.000  1000.000  1000.000
 778  qp5    253.65  -1000.000  1000.000  1000.000
 779  qp5    253.81  -1000.000  1000.000  1000.000
 780  sd9    254.29  -1000.000  1000.000  1000.000
 781  sx3    254.29  -1000.000  1000.000  1000.000
 782  sd8    254.49  -1000.000  1000.000  1000.000
 783  qp4    254.65  -1000.000  1000.000  1000.000
 784  qp4    254.81  -1000.000  1000.000  1000.000
 785  sd7    255.25  -1000.000  1000.000  1000.000
 786  bend2  255.43  -1000.000  1000.000  1000.000
 787  bend3  255.60  -1000.000  1000.000  1000.000
 788  bend3  255.78  -1000.000  1000.000  1000.000
 789  bend3  255.95  -1000.000  1000.000  1000.000
 790  bend3  256.13  -1000.000  1000.000  1000.000
 791  bend4  256.30  -1000.000  1000.000  1000.000
 792  sd6    257.09  -1000.000  1000.000  1000.000
 793  sx2    257.09  -1000.000  1000.000  1000.000
 794  sd5    257.29  -1000.000  1000.000  1000.000
 795  qp3    257.45  -1000.000  1000.000  1000.000
 796  qp3    257.61  -1000.000  1000.000  1000.000
 797  sd14   258.20  -1000.000  1000.000  1000.000
 798  qp2    258.43  -1000.000  1000.000  1000.000
 799  qp2    258.66  -1000.000  1000.000  1000.000
 800  sd3    258.86  -1000.000  1000.000  1000.000
 801  sx1    258.86  -1000.000  1000.000  1000.000
 802  sd2    259.25  -1000.000  1000.000  1000.000
 803  qp1    259.41  -1000.000  1000.000  1000.000
 804  qp1    259.57  -1000.000  1000.000  1000.000
 805  sd1    265.57  -1000.000  1000.000  1000.000
 806  sd1    271.57  -1000.000  1000.000  1000.000
 807  qp1    271.73  -1000.000  1000.000  1000.000
 808  qp1    271.89  -1000.000  1000.000  1000.000
 809  sd2    272.28  -1000.000  1000.000  1000.000
 810  sx1    272.28  -1000.000  1000.000  1000.000
 811  sd3    272.48  -1000.000  1000.000  1000.000
 812  qp2    272.71  -1000.000  1000.000  1000.000
 813  qp2    272.94  -1000.000  1000.000  1000.000
 814  sd14   273.53  -1000.000  1000.000  1000.000
 815  qp3    273.69  -1000.000  1000.000  1000.000
 816  qp3    273.85  -1000.000  1000.000  1000.000
 817  sd5    274.05  -1000.000  1000.000  1000.000
 818  sx2    274.05  -1000.000  1000.000  1000.000
 819  sd6    274.84  -1000.000  1000.000  1000.000
 820  bend2  275.02  -1000.000  1000.000  1000.000
 821  bend3  275.19  -1000.000  1000.000  1000.000
 822  bend3  275.37  -1000.000  1000.000  1000.000
 823  bend3  275.54  -1000.000  1000.000  1000.000
 824  bend3  275.72  -1000.000  1000.000  1000.000
 825  bend4  275.89  -1000.000  1000.000  1000.000
 826  sd7    276.33  -1000.000  1000.000  1000.000
 827  qp4    276.49  -1000.000  1000.000  1000.000
 828  qp4    276.65  -1000.000  1000.000  1000.000
 829  sd8    276.85  -1000.000  1000.000  1000.000
 830  sx3    276.85  -1000.000  1000.000  1000.000
 831  sd9    277.33  -1000.000  1000.000  1000.000
 832  qp5    277.49  -1000.000  1000.000  1000.000
 833  qp5    277.65  -1000.000  1000.000  1000.000
 834  sd12   278.12  -1000.000  1000.000  1000.000
 835  sx4    278.12  -1000.000  1000.000  1000.000
 836  sd10   278.59  -1000.000  1000.000  1000.000
 837  qp5    278.75  -1000.000  1000.000  1000.000
 838  qp5    278.91  -1000.000  1000.000  1000.000
 839  sd9    279.39  -1000.000  1000.000  1000.000
 840  sx3    279.39  -1000.000  1000.000  1000.000
 841  sd8    279.59  -1000.000  1000.000  1000.000
 842  qp4    279.75  -1000.000  1000.000  1000.000
 843  qp4    279.91  -1000.000  1000.000  1000.000
 844  sd7    280.35  -1000.000  1000.000  1000.000
 845  bend2  280.52  -1000.000  1000.000  1000.000
 846  bend3  280.70  -1000.000  1000.000  1000.000
 847  bend3  280.87  -1000.000  1000.000  1000.000
 848  bend3  281.05  -1000.000  1000.000  1000.000
 849  bend3  281.22  -1000.000  1000.000  1000.000
 850  bend4  281.40  -1000.000  1000.000  1000.000
 851  sd7    281.84  -1000.000  1000.000  1000.000
 852  qp6    282.00  -1000.000  1000.000  1000.000
 853  qp6    282.16  -1000.000  1000.000  1000.000
 854  sd5    282.36  -1000.000  1000.000  1000.000
 855  sx5    282.36  -1000.000  1000.000  1000.000
 856  sd4    282.75  -1000.000  1000.000  1000.000
 857  qp7    282.98  -1000.000  1000.000  1000.000
 858  qp7    283.21  -1000.000  1000.000  1000.000
 859  sd3    283.41  -1000.000  1000.000  1000.000
 860  sx6    283.41  -1000.000  1000.000  1000.000
 861  sd2    283.80  -1000.000  1000.000  1000.000
 862  qp8    283.96  -1000.000  1000.000  1000.000
 863  qp8    284.12  -1000.000  1000.000  1000.000
 864  sd13   287.60  -1000.000  1000.000  1000.000
 865  sd13   291.09  -1000.000  1000.000  1000.000
 866  qp8    291.25  -1000.000  1000.000  1000.000
 867  qp8    291.41  -1000.000  1000.000  1000.000
 868  sd2    291.80  -1000.000  1000.000  1000.000
 869  sx8    291.80  -1000.000  1000.000  1000.000
 870  sd3    292.00  -1000.000  1000.000  1000.000
 871  qp7    292.23  -1000.000  1000.000  1000.000
 872  qp7    292.46  -1000.000  1000.000  1000.000
 873  sd4    292.85  -1000.000  1000.000  1000.000
 874  sx7    292.85  -1000.000  1000.000  1000.000
 875  sd5    293.05  -1000.000  1000.000  1000.000
 876  qp6    293.21  -1000.000  1000.000  1000.000
 877  qp6    293.37  -1000.000  1000.000  1000.000
 878  sd7    293.81  -1000.000  1000.000  1000.000
 879  bend2  293.98  -1000.000  1000.000  1000.000
 880  bend3  294.16  -1000.000  1000.000  1000.000
 881  bend3  294.33  -1000.000  1000.000  1000.000
 882  bend3  294.51  -1000.000  1000.000  1000.000
 883  bend3  294.68  -1000.000  1000.000  1000.000
 884  bend4  294.86  -1000.000  1000.000  1000.000
 885  sd7    295.30  -1000.000  1000.000  1000.000
 886  qp9    295.46  -1000.000  1000.000  1000.000
 887  qp9    295.62  -1000.000  1000.000  1000.000
 888  sd8    295.82  -1000.000  1000.000  1000.000
 889  sx9    295.82  -1000.000  1000.000  1000.000
 890  sd9    296.29  -1000.000  1000.000  1000.000
 891  qp10   296.45  -1000.000  1000.000  1000.000
 892  qp10   296.61  -1000.000  1000.000  1000.000
 893  sd8    296.81  -1000.000  1000.000  1000.000
 894  sx10   296.81  -1000.000  1000.000  1000.000
 895  sdac   298.72  -1000.000  1000.000  1000.000
 896  sdac   300.62  -1000.000  1000.000  1000.000
 897  sx10   300.62  -1000.000  1000.000  1000.000
 898  sd8    300.82  -1000.000  1000.000  1000.000
 899  qp10   300.98  -1000.000  1000.000  1000.000
 900  qp10   301.14  -1000.000  1000.000  1000.000
 901  sd9    301.62  -1000.000  1000.000  1000.000
 902  sx9    301.62  -1000.000  1000.000  1000.000
 903  sd8    301.82  -1000.000  1000.000  1000.000
 904  qp9    301.98  -1000.000  1000.000  1000.000
 905  qp9    302.14  -1000.000  1000.000  1000.000
 906  sd7    302.58  -1000.000  1000.000  1000.000
 907  bend2  302.76  -1000.000  1000.000  1000.000
 908  bend3  302.93  -1000.000  1000.000  1000.000
 909  bend3  303.11  -1000.000  1000.000  1000.000
 910  bend3  303.28  -1000.000  1000.000  1000.000
 911  bend3  303.46  -1000.000  1000.000  1000.000
 912  bend4  303.63  -1000.000  1000.000  1000.000
 913  sd7    304.07  -1000.000  1000.000  1000.000
 914  qp6    304.23  -1000.000  1000.000  1000.000
 915  qp6    304.39  -1000.000  1000.000  1000.000
 916  sd5    304.59  -1000.000  1000.000  1000.000
 917  sx7    304.59  -1000.000  1000.000  1000.000
 918  sd4    304.98  -1000.000  1000.000  1000.000
 919  qp7    305.21  -1000.000  1000.000  1000.000
 920  qp7    305.44  -1000.000  1000.000  1000.000
 921  sd3    305.64  -1000.000  1000.000  1000.000
 922  sx8    305.64  -1000.000  1000.000  1000.000
 923  sd2    306.03  -1000.000  1000.000  1000.000
 924  qp8    306.19  -1000.000  1000.000  1000.000
 925  qp8    306.35  -1000.000  1000.000  1000.000
 926  sd13   309.83  -1000.000  1000.000  1000.000
 927  sd13   313.32  -1000.000  1000.000  1000.000
 928  qp8    313.48  -1000.000  1000.000  1000.000
 929  qp8    313.64  -1000.000  1000.000  1000.000
 930  sd2    314.03  -1000.000  1000.000  1000.000
 931  sx8    314.03  -1000.000  1000.000  1000.000
 932  sd3    314.23  -1000.000  1000.000  1000.000
 933  qp7    314.46  -1000.000  1000.000  1000.000
 934  qp7    314.69  -1000.000  1000.000  1000.000
 935  sd4    315.08  -1000.000  1000.000  1000.000
 936  sx7    315.08  -1000.000  1000.000  1000.000
 937  sd5    315.28  -1000.000  1000.000  1000.000
 938  qp6    315.44  -1000.000  1000.000  1000.000
 939  qp6    315.60  -1000.000  1000.000  1000.000
 940  sd7    316.04  -1000.000  1000.000  1000.000
 941  bend2  316.21  -1000.000  1000.000  1000.000
 942  bend3  316.39  -1000.000  1000.000  1000.000
 943  bend3  316.56  -1000.000  1000.000  1000.000
 944  bend3  316.74  -1000.000  1000.000  1000.000
 945  bend3  316.91  -1000.000  1000.000  1000.000
 946  bend4  317.09  -1000.000  1000.000  1000.000
 947  sd7    317.53  -1000.000  1000.000  1000.000
 948  qp9    317.69  -1000.000  1000.000  1000.000
 949  qp9    317.85  -1000.000  1000.000  1000.000
 950  sd8    318.05  -1000.000  1000.000  1000.000
 951  sx9    318.05  -1000.000  1000.000  1000.000
 952  sd9    318.53  -1000.000  1000.000  1000.000
 953  qp10   318.69  -1000.000  1000.000  1000.000
 954  qp10   318.85  -1000.000  1000.000  1000.000
 955  sd8    319.05  -1000.000  1000.000  1000.000
 956  sx10   319.05  -1000.000  1000.000  1000.000
 957  sdac   320.95  -1000.000  1000.000  1000.000
 958  sdac   322.86  -1000.000  1000.000  1000.000
 959  sx10   322.86  -1000.000  1000.000  1000.000
 960  sd8    323.06  -1000.000  1000.000  1000.000
 961  qp10   323.22  -1000.000  1000.000  1000.000
 962  qp10   323.38  -1000.000  1000.000  1000.000
 963  sd9    323.85  -1000.000  1000.000  1000.000
 964  sx9    323.85  -1000.000  1000.000  1000.000
 965  sd8    324.05  -1000.000  1000.000  1000.000
 966  qp9    324.21  -1000.000  1000.000  1000.000
 967  qp9    324.37  -1000.000  1000.000  1000.000
 968  sd7    324.81  -1000.000  1000.000  1000.000
 969  bend2  324.99  -1000.000  1000.000  1000.000
 970  bend3  325.16  -1000.000  1000.000  1000.000
 971  bend3  325.34  -1000.000  1000.000  1000.000
 972  bend3  325.51  -1000.000  1000.000  1000.000
 973  bend3  325.69  -1000.000  1000.000  1000.000
 974  bend4  325.86  -1000.000  1000.000  1000.000
 975  sd7    326.30  -1000.000  1000.000  1000.000
 976  qp6    326.46  -1000.000  1000.000  1000.000
 977  qp6    326.62  -1000.000  1000.000  1000.000
 978  sd5    326.82  -1000.000  1000.000  1000.000
 979  sx7    326.82  -1000.000  1000.000  1000.000
 980  sd4    327.21  -1000.000  1000.000  1000.000
 981  qp7    327.44  -1000.000  1000.000  1000.000
 982  qp7    327.67  -1000.000  1000.000  1000.000
 983  sd3    327.87  -1000.000  1000.000  1000.000
 984  sx8    327.87  -1000.000  1000.000  1000.000
 985  sd2    328.26  -1000.000  1000.000  1000.000
 986  qp8    328.42  -1000.000  1000.000  1000.000
 987  qp8    328.58  -1000.000  1000.000  1000.000
 988  sd13   332.07  -1000.000  1000.000  1000.000
 989  sd13   335.55  -1000.000  1000.000  1000.000
 990  qp8    335.71  -1000.000  1000.000  1000.000
 991  qp8    335.87  -1000.000  1000.000  1000.000
 992  sd2    336.26  -1000.000  1000.000  1000.000
 993  sx6    336.26  -1000.000  1000.000  1000.000
 994  sd3    336.46  -1000.000  1000.000  1000.000
 995  qp7    336.69  -1000.000  1000.000  1000.000
 996  qp7    336.92  -1000.000  1000.000  1000.000
 997  sd4    337.31  -1000.000  1000.000  1000.000
 998  sx5    337.31  -1000.000  1000.000  1000.000
 999  sd5    337.51  -1000.000  1000.000  1000.000
1000  qp6    337.67  -1000.000  1000.000  1000.000
1001  qp6    337.83  -1000.000  1000.000  1000.000
1002  sd7    338.27  -1000.000  1000.000  1000.000
1003  bend2  338.44  -1000.000  1000.000  1000.000
1004  bend3  338.62  -1000.000  1000.000  1000.000
1005  bend3  338.80  -1000.000  1000.000  1000.000
1006  bend3  338.97  -1000.000  1000.000  1000.000
1007  bend3  339.15  -1000.000  1000.000  1000.000
1008  bend4  339.32  -1000.000  1000.000  1000.000
1009  sd7    339.76  -1000.000  1000.000  1000.000
1010  qp4    339.92  -1000.000  1000.000  1000.000
1011  qp4    340.08  -1000.000  1000.000  1000.000
1012  sd8    340.28  -1000.000  1000.000  1000.000
1013  sx3    340.28  -1000.000  1000.000  1000.000
1014  sd9    340.76  -1000.000  1000.000  1000.000
1015  qp5    340.92  -1000.000  1000.000  1000.000
