# TRACY II v. SYNCHROTRON SOLEIL -- fmap.out -- Mon Feb 16 09:22:33 2004 
# nu = f(x) 
#    x[m]          z[m]           fx            fz           dfx           dfz
 1.655153e-02  6.001000e-03 -2.408215e-01 -3.142480e-01  9.360088e-08 -4.101029e-08
 1.655153e-02  6.325555e-03 -2.408244e-01 -3.142223e-01  6.453684e-07  1.117791e-07
 1.655153e-02  6.634250e-03 -2.408281e-01 -3.141956e-01  2.846540e-06  6.874676e-07
 1.655153e-02  6.929203e-03 -2.408325e-01 -3.141678e-01  7.998135e-07  2.934306e-07
 1.655153e-02  7.212103e-03 -2.408375e-01 -3.141387e-01 -2.586426e-06 -3.797156e-07
 1.655153e-02  7.484315e-03 -2.408426e-01 -3.141084e-01 -3.675131e-07 -1.150444e-06
 1.655153e-02  7.746967e-03 -2.408474e-01 -3.140772e-01  2.022270e-07  8.260176e-07
 1.655153e-02  8.001000e-03 -2.408523e-01 -3.140451e-01 -1.335875e-06 -1.531817e-07
 1.655153e-02  8.247211e-03 -2.408566e-01 -3.140116e-01 -2.141234e-06 -3.774196e-07
 1.655153e-02  8.486281e-03 -2.408610e-01 -3.139769e-01 -1.131952e-06 -3.108605e-07
 1.655153e-02  8.718798e-03 -2.408657e-01 -3.139412e-01  1.704405e-08 -6.990048e-07
 1.655153e-02  8.945272e-03 -2.408703e-01 -3.139045e-01  1.012422e-06 -2.644947e-07
 1.655153e-02  9.166151e-03 -2.408752e-01 -3.138673e-01  1.056817e-06  1.576825e-07
 1.655153e-02  9.381832e-03 -2.408810e-01 -3.138289e-01 -5.403848e-07  6.767798e-07
 1.655153e-02  9.592663e-03 -2.408872e-01 -3.137870e-01  1.354347e-06  1.449671e-06
 1.655153e-02  9.798959e-03 -2.408936e-01 -3.137415e-01 -6.226650e-07 -2.184824e-06
 1.655153e-02  1.000100e-02 -2.409007e-01 -3.136972e-01 -4.616274e-06  1.643906e-05
 1.655153e-02  1.019904e-02 -2.409069e-01 -3.136536e-01 -1.597933e-06  3.225385e-06
 1.655153e-02  1.039330e-02 -2.409129e-01 -3.136090e-01 -4.496136e-07  3.059421e-06
 1.655153e-02  1.058401e-02 -2.409193e-01 -3.135628e-01 -1.302172e-07  9.893190e-07
 1.655153e-02  1.077133e-02 -2.409260e-01 -3.135151e-01  3.723470e-07  4.521490e-06
 1.655153e-02  1.095545e-02 -2.409330e-01 -3.134673e-01 -1.538397e-08  3.779289e-06
 1.655153e-02  1.113653e-02 -2.409398e-01 -3.134188e-01  9.799902e-07  3.704961e-07
 1.655153e-02  1.131471e-02 -2.409470e-01 -3.133682e-01  1.139554e-06 -3.807474e-07
 1.655153e-02  1.149013e-02 -2.409549e-01 -3.133159e-01 -1.886858e-07 -1.936630e-06
 1.655153e-02  1.166290e-02 -2.409630e-01 -3.132529e-01  6.850838e-06 -2.658740e-05
 1.655153e-02  1.183316e-02 -2.409695e-01 -3.131942e-01  3.731200e-06  2.041696e-06
 1.655153e-02  1.200100e-02 -2.409760e-01 -3.131429e-01  2.066765e-06 -1.480701e-06
 1.655153e-02  1.216653e-02 -2.409835e-01 -3.130846e-01  9.010178e-06 -7.927189e-06
 1.655153e-02  1.232983e-02 -2.409922e-01 -3.130224e-01  5.674745e-05  3.118875e-05
 1.655153e-02  1.249100e-02 -2.410044e-01 -3.129598e-01  6.763022e-06 -1.277835e-05
 1.655153e-02  1.265011e-02 -2.410191e-01 -3.128854e-01  1.378993e-03  1.745974e-04
 1.655153e-02  1.280725e-02 -2.410314e-01 -3.128311e-01  9.917861e-04  3.400128e-04
 1.655153e-02  1.296248e-02 -2.410671e-01 -3.127615e-01 -2.206790e-03 -4.170118e-04
 1.655153e-02  1.311588e-02 -2.410449e-01 -3.126843e-01  1.892247e-03  3.402961e-04
 1.655153e-02  1.326750e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.341741e-02 -2.415481e-01 -3.125662e-01 -5.256501e-04  1.337224e-04
 1.655153e-02  1.356566e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.371231e-02 -2.428653e-01 -3.124164e-01 -2.428653e-01 -3.124164e-01
 1.655153e-02  1.385741e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.400100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.414314e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.428386e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.442321e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.456122e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.469794e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.483340e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.496763e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.510067e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.523255e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.536329e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.549293e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.562150e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.574902e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.587551e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.600100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.612552e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.624908e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.637171e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.649342e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.661425e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.673420e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.685330e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.697156e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.708901e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.720565e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.732151e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.743660e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.755093e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.766452e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.777739e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.788954e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.800100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.811177e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.822187e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.833130e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.844009e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.854824e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.865576e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.876266e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.886896e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.897467e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.907978e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.918433e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.928830e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.939172e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.949459e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.959692e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.969872e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.979999e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  1.990075e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.655153e-02  2.000100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.000000e-06 -2.399446e-01 -2.399447e-01  2.302571e-08 -1.759194e-08
 1.662869e-02  2.001000e-03 -2.407476e-01 -2.407479e-01  2.471522e-05  2.424815e-05
 1.662869e-02  2.829427e-03 -2.408090e-01 -3.143739e-01  4.953752e-06  1.177155e-06
 1.662869e-02  3.465102e-03 -2.408040e-01 -3.143705e-01  1.764686e-07  5.726298e-08
 1.662869e-02  4.001000e-03 -2.408027e-01 -3.143597e-01  3.421493e-06  1.015793e-06
 1.662869e-02  4.473136e-03 -2.408073e-01 -3.143452e-01  3.859834e-06  1.139374e-06
 1.662869e-02  4.899979e-03 -2.408132e-01 -3.143276e-01 -1.001870e-05 -2.491291e-06
 1.662869e-02  5.292503e-03 -2.408179e-01 -3.143071e-01 -1.361315e-06 -5.310182e-08
 1.662869e-02  5.657854e-03 -2.408210e-01 -3.142842e-01 -1.556719e-06 -3.906465e-07
 1.662869e-02  6.001000e-03 -2.408230e-01 -3.142592e-01 -5.269219e-06 -1.557399e-06
 1.662869e-02  6.325555e-03 -2.408248e-01 -3.142329e-01 -9.907701e-07 -1.619170e-07
 1.662869e-02  6.634250e-03 -2.408272e-01 -3.142057e-01 -2.494842e-07  2.730688e-08
 1.662869e-02  6.929203e-03 -2.408307e-01 -3.141775e-01  4.438541e-07  9.456925e-07
 1.662869e-02  7.212103e-03 -2.408352e-01 -3.141481e-01  2.482434e-06  8.877628e-07
 1.662869e-02  7.484315e-03 -2.408407e-01 -3.141176e-01 -1.563355e-06 -2.828089e-07
 1.662869e-02  7.746967e-03 -2.408462e-01 -3.140861e-01 -3.743328e-06 -6.605894e-07
 1.662869e-02  8.001000e-03 -2.408513e-01 -3.140541e-01 -1.955481e-06  2.761240e-06
 1.662869e-02  8.247211e-03 -2.408564e-01 -3.140212e-01 -1.070426e-07  5.700267e-07
 1.662869e-02  8.486281e-03 -2.408605e-01 -3.139863e-01 -1.351976e-06 -7.652957e-07
 1.662869e-02  8.718798e-03 -2.408649e-01 -3.139503e-01 -1.061937e-06 -1.774318e-07
 1.662869e-02  8.945272e-03 -2.408698e-01 -3.139132e-01 -2.641279e-07 -3.278885e-07
 1.662869e-02  9.166151e-03 -2.408743e-01 -3.138755e-01  6.691111e-08 -1.230418e-06
 1.662869e-02  9.381832e-03 -2.408800e-01 -3.138369e-01  3.446840e-07 -1.433844e-06
 1.662869e-02  9.592663e-03 -2.408865e-01 -3.137947e-01  7.834814e-09  3.838618e-06
 1.662869e-02  9.798959e-03 -2.408929e-01 -3.137488e-01 -7.156629e-07 -3.012650e-06
 1.662869e-02  1.000100e-02 -2.408998e-01 -3.137058e-01 -1.956606e-06  6.842147e-06
 1.662869e-02  1.019904e-02 -2.409057e-01 -3.136636e-01 -9.630138e-08  1.006949e-05
 1.662869e-02  1.039330e-02 -2.409114e-01 -3.136201e-01 -4.515289e-06  1.962240e-05
 1.662869e-02  1.058401e-02 -2.409177e-01 -3.135748e-01 -3.744540e-06  5.584767e-06
 1.662869e-02  1.077133e-02 -2.409235e-01 -3.135265e-01  8.001525e-07  4.856106e-06
 1.662869e-02  1.095545e-02 -2.409313e-01 -3.134770e-01  9.433992e-07  6.319316e-07
 1.662869e-02  1.113653e-02 -2.409386e-01 -3.134279e-01  2.669876e-07  2.738004e-06
 1.662869e-02  1.131471e-02 -2.409458e-01 -3.133767e-01  3.791050e-07 -1.076807e-06
 1.662869e-02  1.149013e-02 -2.409536e-01 -3.133262e-01 -1.881859e-07 -3.669009e-06
 1.662869e-02  1.166290e-02 -2.409606e-01 -3.132661e-01 -3.103606e-06  1.901289e-05
 1.662869e-02  1.183316e-02 -2.409679e-01 -3.132042e-01  1.384561e-06 -2.929760e-06
 1.662869e-02  1.200100e-02 -2.409764e-01 -3.131524e-01  5.127853e-06 -2.390913e-06
 1.662869e-02  1.216653e-02 -2.409878e-01 -3.130939e-01 -6.536316e-06  1.869413e-06
 1.662869e-02  1.232983e-02 -2.409998e-01 -3.130303e-01 -5.444733e-06  5.561036e-06
 1.662869e-02  1.249100e-02 -2.410109e-01 -3.129630e-01  5.448462e-07  1.055577e-05
 1.662869e-02  1.265011e-02 -2.410205e-01 -3.128876e-01 -1.121931e-05  2.980039e-05
 1.662869e-02  1.280725e-02 -2.410261e-01 -3.128220e-01 -7.279796e-06  1.777969e-05
 1.662869e-02  1.296248e-02 -2.410346e-01 -3.127590e-01  2.770012e-05 -6.896083e-05
 1.662869e-02  1.311588e-02 -2.410460e-01 -3.126858e-01 -1.160059e-03 -1.264365e-04
 1.662869e-02  1.326750e-02 -2.410646e-01 -3.126104e-01 -2.410646e-01 -3.126104e-01
 1.662869e-02  1.341741e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.356566e-02 -2.414644e-01 -3.125058e-01 -2.414644e-01 -3.125058e-01
 1.662869e-02  1.371231e-02 -2.405360e-01 -3.123382e-01 -2.405360e-01 -3.123382e-01
 1.662869e-02  1.385741e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.400100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.414314e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.428386e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.442321e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.456122e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.469794e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.483340e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.496763e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.510067e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.523255e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.536329e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.549293e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.562150e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.574902e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.587551e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.600100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.612552e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.624908e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.637171e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.649342e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.661425e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.673420e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.685330e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.697156e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.708901e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.720565e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.732151e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.743660e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.755093e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.766452e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.777739e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.788954e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.800100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.811177e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.822187e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.833130e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.844009e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.854824e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.865576e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.876266e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.886896e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.897467e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.907978e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.918433e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.928830e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.939172e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.949459e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.959692e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.969872e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.979999e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  1.990075e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.662869e-02  2.000100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.000000e-06 -2.401746e-01 -2.401746e-01  8.423107e-08  1.306316e-07
 1.670549e-02  2.001000e-03 -2.407593e-01 -2.407593e-01  3.815415e-05  3.790541e-05
 1.670549e-02  2.829427e-03 -2.408208e-01 -3.144006e-01 -4.762715e-05 -1.319616e-05
 1.670549e-02  3.465102e-03 -2.408229e-01 -3.144016e-01 -1.152862e-06 -5.054204e-07
 1.670549e-02  4.001000e-03 -2.408148e-01 -3.143878e-01 -2.272328e-05 -6.287300e-06
 1.670549e-02  4.473136e-03 -2.408079e-01 -3.143685e-01 -4.656070e-06 -1.138841e-06
 1.670549e-02  4.899979e-03 -2.408054e-01 -3.143469e-01 -1.617109e-06 -4.336038e-07
 1.670549e-02  5.292503e-03 -2.408080e-01 -3.143245e-01  3.826989e-06  1.360986e-06
 1.670549e-02  5.657854e-03 -2.408153e-01 -3.143013e-01  7.055068e-06  2.230481e-06
 1.670549e-02  6.001000e-03 -2.408227e-01 -3.142771e-01 -1.387475e-05 -3.254229e-06
 1.670549e-02  6.325555e-03 -2.408285e-01 -3.142510e-01 -8.143050e-06 -2.232472e-06
 1.670549e-02  6.634250e-03 -2.408327e-01 -3.142228e-01 -9.454673e-07 -2.646756e-07
 1.670549e-02  6.929203e-03 -2.408337e-01 -3.141922e-01 -7.826327e-06 -2.047524e-06
 1.670549e-02  7.212103e-03 -2.408354e-01 -3.141622e-01 -5.839746e-06  3.191476e-06
 1.670549e-02  7.484315e-03 -2.408376e-01 -3.141312e-01  8.332385e-08  1.216969e-07
 1.670549e-02  7.746967e-03 -2.408417e-01 -3.140988e-01  2.371968e-06  1.011068e-07
 1.670549e-02  8.001000e-03 -2.408483e-01 -3.140652e-01  1.464699e-06  2.219350e-07
 1.670549e-02  8.247211e-03 -2.408543e-01 -3.140313e-01 -1.375879e-06 -5.488230e-06
 1.670549e-02  8.486281e-03 -2.408597e-01 -3.139981e-01 -5.589398e-06 -1.192095e-07
 1.670549e-02  8.718798e-03 -2.408654e-01 -3.139633e-01 -1.987441e-06 -8.726792e-08
 1.670549e-02  8.945272e-03 -2.408690e-01 -3.139251e-01  2.718223e-07 -1.322642e-07
 1.670549e-02  9.166151e-03 -2.408748e-01 -3.138863e-01 -2.942248e-06 -8.899884e-07
 1.670549e-02  9.381832e-03 -2.408787e-01 -3.138468e-01  1.402547e-06 -5.995834e-07
 1.670549e-02  9.592663e-03 -2.408847e-01 -3.138064e-01 -3.982972e-07 -1.282670e-06
 1.670549e-02  9.798959e-03 -2.408916e-01 -3.137604e-01  4.111251e-07 -6.284296e-07
 1.670549e-02  1.000100e-02 -2.408985e-01 -3.137142e-01 -1.104762e-06  3.149931e-06
 1.670549e-02  1.019904e-02 -2.409047e-01 -3.136727e-01  1.135244e-06 -8.532266e-06
 1.670549e-02  1.039330e-02 -2.409099e-01 -3.136312e-01 -1.088394e-06  9.341637e-07
 1.670549e-02  1.058401e-02 -2.409177e-01 -3.135898e-01 -4.820428e-06  1.432745e-05
 1.670549e-02  1.077133e-02 -2.409238e-01 -3.135462e-01 -8.697286e-07 -3.734871e-06
 1.670549e-02  1.095545e-02 -2.409270e-01 -3.134941e-01  1.494696e-03  4.537407e-04
 1.670549e-02  1.113653e-02 -2.409362e-01 -3.134392e-01  1.482829e-06 -8.534279e-07
 1.670549e-02  1.131471e-02 -2.409445e-01 -3.133871e-01  1.339926e-06  2.276794e-06
 1.670549e-02  1.149013e-02 -2.409522e-01 -3.133364e-01 -8.593957e-07  5.382633e-06
 1.670549e-02  1.166290e-02 -2.409593e-01 -3.132795e-01  5.056528e-07  1.414272e-07
 1.670549e-02  1.183316e-02 -2.409667e-01 -3.132150e-01  1.489667e-06  2.182409e-06
 1.670549e-02  1.200100e-02 -2.409764e-01 -3.131615e-01  3.607267e-06 -8.747756e-07
 1.670549e-02  1.216653e-02 -2.409889e-01 -3.131013e-01 -2.025538e-06  1.409349e-06
 1.670549e-02  1.232983e-02 -2.409975e-01 -3.130358e-01 -8.829010e-06  1.311577e-05
 1.670549e-02  1.249100e-02 -2.410048e-01 -3.129715e-01 -6.087302e-07  3.925128e-06
 1.670549e-02  1.265011e-02 -2.410140e-01 -3.129069e-01  1.950659e-06  1.346784e-05
 1.670549e-02  1.280725e-02 -2.410265e-01 -3.128392e-01 -1.632201e-05  5.392026e-05
 1.670549e-02  1.296248e-02 -2.410395e-01 -3.127819e-01 -1.306390e-05  5.671603e-05
 1.670549e-02  1.311588e-02 -2.410544e-01 -3.127133e-01  2.302599e-03  1.757991e-04
 1.670549e-02  1.326750e-02 -2.410630e-01 -3.126336e-01 -6.174123e-04 -4.702518e-05
 1.670549e-02  1.341741e-02 -2.410688e-01 -3.125374e-01  1.964299e-05  8.748864e-05
 1.670549e-02  1.356566e-02 -2.410754e-01 -3.124744e-01 -2.410754e-01 -3.124744e-01
 1.670549e-02  1.371231e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.385741e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.400100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.414314e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.428386e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.442321e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.456122e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.469794e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.483340e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.496763e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.510067e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.523255e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.536329e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.549293e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.562150e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.574902e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.587551e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.600100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.612552e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.624908e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.637171e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.649342e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.661425e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.673420e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.685330e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.697156e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.708901e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.720565e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.732151e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.743660e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.755093e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.766452e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.777739e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.788954e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.670549e-02  1.800100e-02  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
