# TRACY II v. SYNCHROTRON SOLEIL -- chambre.out -- Mon Feb 16 09:27:02 2004 
#  i  name      s   -xch(mm)   +xch(mm)  zch (mm)
#
 563  sd1    177.05  -35.000   35.000   12.500
 564  sd1    183.05  -35.000   35.000   12.500
 565  qp1    183.21  -35.000   35.000   12.500
 566  qp1    183.37  -35.000   35.000   12.500
 567  sd2    183.76  -35.000   35.000   12.500
 568  sx1    183.76  -35.000   35.000   12.500
 569  sd3    183.96  -35.000   35.000   12.500
 570  qp2    184.19  -35.000   35.000   12.500
 571  qp2    184.42  -35.000   35.000   12.500
 572  sd14   185.01  -35.000   35.000   12.500
 573  qp3    185.17  -35.000   35.000   12.500
 574  qp3    185.33  -35.000   35.000   12.500
 575  sd5    185.53  -35.000   35.000   12.500
 576  sx2    185.53  -35.000   35.000   12.500
 577  sd6    186.32  -35.000   35.000   12.500
 578  bend2  186.49  -35.000   35.000   12.500
 579  bend3  186.67  -35.000   35.000   12.500
 580  bend3  186.84  -35.000   35.000   12.500
 581  bend3  187.02  -35.000   35.000   12.500
 582  bend3  187.20  -35.000   35.000   12.500
 583  bend4  187.37  -35.000   35.000   12.500
 584  sd7    187.81  -35.000   35.000   12.500
 585  qp4    187.97  -35.000   35.000   12.500
 586  qp4    188.13  -35.000   35.000   12.500
 587  sd8    188.33  -35.000   35.000   12.500
 588  sx3    188.33  -35.000   35.000   12.500
 589  sd9    188.81  -35.000   35.000   12.500
 590  qp5    188.97  -35.000   35.000   12.500
 591  qp5    189.13  -35.000   35.000   12.500
 592  sd12   189.60  -35.000   35.000   12.500
 593  sx4    189.60  -35.000   35.000   12.500
 594  sd10   190.07  -35.000   35.000   12.500
 595  qp5    190.23  -35.000   35.000   12.500
 596  qp5    190.39  -35.000   35.000   12.500
 597  sd9    190.86  -35.000   35.000   12.500
 598  sx3    190.86  -35.000   35.000   12.500
 599  sd8    191.06  -35.000   35.000   12.500
 600  qp4    191.22  -35.000   35.000   12.500
 601  qp4    191.38  -35.000   35.000   12.500
 602  sd7    191.82  -35.000   35.000   12.500
 603  bend2  192.00  -35.000   35.000   12.500
 604  bend3  192.17  -35.000   35.000   12.500
 605  bend3  192.35  -35.000   35.000   12.500
 606  bend3  192.53  -35.000   35.000   12.500
 607  bend3  192.70  -35.000   35.000   12.500
 608  bend4  192.88  -35.000   35.000   12.500
 609  sd7    193.32  -35.000   35.000   12.500
 610  qp6    193.48  -35.000   35.000   12.500
 611  qp6    193.64  -35.000   35.000   12.500
 612  sd5    193.84  -35.000   35.000   12.500
 613  sx5    193.84  -35.000   35.000   12.500
 614  sd4    194.23  -35.000   35.000   12.500
 615  qp7    194.46  -35.000   35.000   12.500
 616  qp7    194.69  -35.000   35.000   12.500
 617  sd3    194.89  -35.000   35.000   12.500
 618  sx6    194.89  -35.000   35.000   12.500
 619  sd2    195.28  -35.000   35.000   12.500
 620  qp8    195.44  -35.000   35.000   12.500
 621  qp8    195.60  -35.000   35.000   12.500
 622  sd13   199.08  -35.000   35.000   12.500
 623  sd13   202.56  -35.000   35.000   12.500
 624  qp8    202.72  -35.000   35.000   12.500
 625  qp8    202.88  -35.000   35.000   12.500
 626  sd2    203.27  -35.000   35.000   12.500
 627  sx8    203.27  -35.000   35.000   12.500
 628  sd3    203.47  -35.000   35.000   12.500
 629  qp7    203.70  -35.000   35.000   12.500
 630  qp7    203.93  -35.000   35.000   12.500
 631  sd4    204.32  -35.000   35.000   12.500
 632  sx7    204.32  -35.000   35.000   12.500
 633  sd5    204.52  -35.000   35.000   12.500
 634  qp6    204.68  -35.000   35.000   12.500
 635  qp6    204.84  -35.000   35.000   12.500
 636  sd7    205.28  -35.000   35.000   12.500
 637  bend2  205.46  -35.000   35.000   12.500
 638  bend3  205.63  -35.000   35.000   12.500
 639  bend3  205.81  -35.000   35.000   12.500
 640  bend3  205.98  -35.000   35.000   12.500
 641  bend3  206.16  -35.000   35.000   12.500
 642  bend4  206.33  -35.000   35.000   12.500
 643  sd7    206.77  -35.000   35.000   12.500
 644  qp9    206.93  -35.000   35.000   12.500
 645  qp9    207.09  -35.000   35.000   12.500
 646  sd8    207.29  -35.000   35.000   12.500
 647  sx9    207.29  -35.000   35.000   12.500
 648  sd9    207.77  -35.000   35.000   12.500
 649  qp10   207.93  -35.000   35.000   12.500
 650  qp10   208.09  -35.000   35.000   12.500
 651  sd8    208.29  -35.000   35.000   12.500
 652  sx10   208.29  -35.000   35.000   12.500
 653  sdac   210.19  -35.000   35.000   12.500
 654  sdac   212.10  -35.000   35.000   12.500
 655  sx10   212.10  -35.000   35.000   12.500
 656  sd8    212.30  -35.000   35.000   12.500
 657  qp10   212.46  -35.000   35.000   12.500
 658  qp10   212.62  -35.000   35.000   12.500
 659  sd9    213.10  -35.000   35.000   12.500
 660  sx9    213.10  -35.000   35.000   12.500
 661  sd8    213.30  -35.000   35.000   12.500
 662  qp9    213.46  -35.000   35.000   12.500
 663  qp9    213.62  -35.000   35.000   12.500
 664  sd7    214.06  -35.000   35.000   12.500
 665  bend2  214.23  -35.000   35.000   12.500
 666  bend3  214.41  -35.000   35.000   12.500
 667  bend3  214.58  -35.000   35.000   12.500
 668  bend3  214.76  -35.000   35.000   12.500
 669  bend3  214.93  -35.000   35.000   12.500
 670  bend4  215.11  -35.000   35.000   12.500
 671  sd7    215.55  -35.000   35.000   12.500
 672  qp6    215.71  -35.000   35.000   12.500
 673  qp6    215.87  -35.000   35.000   12.500
 674  sd5    216.07  -35.000   35.000   12.500
 675  sx7    216.07  -35.000   35.000   12.500
 676  sd4    216.46  -35.000   35.000   12.500
 677  qp7    216.69  -35.000   35.000   12.500
 678  qp7    216.92  -35.000   35.000   12.500
 679  sd3    217.12  -35.000   35.000   12.500
 680  sx8    217.12  -35.000   35.000   12.500
 681  sd2    217.51  -35.000   35.000   12.500
 682  qp8    217.67  -35.000   35.000   12.500
 683  qp8    217.83  -35.000   35.000   12.500
 684  sd13   221.31  -35.000   35.000   12.500
 685  sd13   224.79  -35.000   35.000   12.500
 686  qp8    224.95  -35.000   35.000   12.500
 687  qp8    225.11  -35.000   35.000   12.500
 688  sd2    225.50  -35.000   35.000   12.500
 689  sx8    225.50  -35.000   35.000   12.500
 690  sd3    225.70  -35.000   35.000   12.500
 691  qp7    225.93  -35.000   35.000   12.500
 692  qp7    226.16  -35.000   35.000   12.500
 693  sd4    226.55  -35.000   35.000   12.500
 694  sx7    226.55  -35.000   35.000   12.500
 695  sd5    226.75  -35.000   35.000   12.500
 696  qp6    226.91  -35.000   35.000   12.500
 697  qp6    227.07  -35.000   35.000   12.500
 698  sd7    227.51  -35.000   35.000   12.500
 699  bend2  227.69  -35.000   35.000   12.500
 700  bend3  227.86  -35.000   35.000   12.500
 701  bend3  228.04  -35.000   35.000   12.500
 702  bend3  228.21  -35.000   35.000   12.500
 703  bend3  228.39  -35.000   35.000   12.500
 704  bend4  228.57  -35.000   35.000   12.500
 705  sd7    229.01  -35.000   35.000   12.500
 706  qp9    229.17  -35.000   35.000   12.500
 707  qp9    229.33  -35.000   35.000   12.500
 708  sd8    229.53  -35.000   35.000   12.500
 709  sx9    229.53  -35.000   35.000   12.500
 710  sd9    230.00  -35.000   35.000   12.500
 711  qp10   230.16  -35.000   35.000   12.500
 712  qp10   230.32  -35.000   35.000   12.500
 713  sd8    230.52  -35.000   35.000   12.500
 714  sx10   230.52  -35.000   35.000   12.500
 715  sdac   232.43  -35.000   35.000   12.500
 716  sdac   234.33  -35.000   35.000   12.500
 717  sx10   234.33  -35.000   35.000   12.500
 718  sd8    234.53  -35.000   35.000   12.500
 719  qp10   234.69  -35.000   35.000   12.500
 720  qp10   234.85  -35.000   35.000   12.500
 721  sd9    235.33  -35.000   35.000   12.500
 722  sx9    235.33  -35.000   35.000   12.500
 723  sd8    235.53  -35.000   35.000   12.500
 724  qp9    235.69  -35.000   35.000   12.500
 725  qp9    235.85  -35.000   35.000   12.500
 726  sd7    236.29  -35.000   35.000   12.500
 727  bend2  236.46  -35.000   35.000   12.500
 728  bend3  236.64  -35.000   35.000   12.500
 729  bend3  236.81  -35.000   35.000   12.500
 730  bend3  236.99  -35.000   35.000   12.500
 731  bend3  237.16  -35.000   35.000   12.500
 732  bend4  237.34  -35.000   35.000   12.500
 733  sd7    237.78  -35.000   35.000   12.500
 734  qp6    237.94  -35.000   35.000   12.500
 735  qp6    238.10  -35.000   35.000   12.500
 736  sd5    238.30  -35.000   35.000   12.500
 737  sx7    238.30  -35.000   35.000   12.500
 738  sd4    238.69  -35.000   35.000   12.500
 739  qp7    238.92  -35.000   35.000   12.500
 740  qp7    239.15  -35.000   35.000   12.500
 741  sd3    239.35  -35.000   35.000   12.500
 742  sx8    239.35  -35.000   35.000   12.500
 743  sd2    239.74  -35.000   35.000   12.500
 744  qp8    239.90  -35.000   35.000   12.500
 745  qp8    240.06  -35.000   35.000   12.500
 746  sd13   243.54  -35.000   35.000   12.500
 747  sd13   247.03  -35.000   35.000   12.500
 748  qp8    247.19  -35.000   35.000   12.500
 749  qp8    247.34  -35.000   35.000   12.500
 750  sd2    247.74  -35.000   35.000   12.500
 751  sx6    247.74  -35.000   35.000   12.500
 752  sd3    247.94  -35.000   35.000   12.500
 753  qp7    248.16  -35.000   35.000   12.500
 754  qp7    248.40  -35.000   35.000   12.500
 755  sd4    248.78  -35.000   35.000   12.500
 756  sx5    248.78  -35.000   35.000   12.500
 757  sd5    248.99  -35.000   35.000   12.500
 758  qp6    249.15  -35.000   35.000   12.500
 759  qp6    249.31  -35.000   35.000   12.500
 760  sd7    249.75  -35.000   35.000   12.500
 761  bend2  249.92  -35.000   35.000   12.500
 762  bend3  250.10  -35.000   35.000   12.500
 763  bend3  250.27  -35.000   35.000   12.500
 764  bend3  250.45  -35.000   35.000   12.500
 765  bend3  250.62  -35.000   35.000   12.500
 766  bend4  250.80  -35.000   35.000   12.500
 767  sd7    251.24  -35.000   35.000   12.500
 768  qp4    251.40  -35.000   35.000   12.500
 769  qp4    251.56  -35.000   35.000   12.500
 770  sd8    251.76  -35.000   35.000   12.500
 771  sx3    251.76  -35.000   35.000   12.500
 772  sd9    252.23  -35.000   35.000   12.500
 773  qp5    252.39  -35.000   35.000   12.500
 774  qp5    252.55  -35.000   35.000   12.500
 775  sd10   253.02  -35.000   35.000   12.500
 776  sx4    253.02  -35.000   35.000   12.500
 777  sd12   253.49  -35.000   35.000   12.500
 778  qp5    253.65  -35.000   35.000   12.500
 779  qp5    253.81  -35.000   35.000   12.500
 780  sd9    254.29  -35.000   35.000   12.500
 781  sx3    254.29  -35.000   35.000   12.500
 782  sd8    254.49  -35.000   35.000   12.500
 783  qp4    254.65  -35.000   35.000   12.500
 784  qp4    254.81  -35.000   35.000   12.500
 785  sd7    255.25  -35.000   35.000   12.500
 786  bend2  255.43  -35.000   35.000   12.500
 787  bend3  255.60  -35.000   35.000   12.500
 788  bend3  255.78  -35.000   35.000   12.500
 789  bend3  255.95  -35.000   35.000   12.500
 790  bend3  256.13  -35.000   35.000   12.500
 791  bend4  256.30  -35.000   35.000   12.500
 792  sd6    257.09  -35.000   35.000   12.500
 793  sx2    257.09  -35.000   35.000   12.500
 794  sd5    257.29  -35.000   35.000   12.500
 795  qp3    257.45  -35.000   35.000   12.500
 796  qp3    257.61  -35.000   35.000   12.500
 797  sd14   258.20  -35.000   35.000   12.500
 798  qp2    258.43  -35.000   35.000   12.500
 799  qp2    258.66  -35.000   35.000   12.500
 800  sd3    258.86  -35.000   35.000   12.500
 801  sx1    258.86  -35.000   35.000   12.500
 802  sd2    259.25  -35.000   35.000   12.500
 803  qp1    259.41  -35.000   35.000   12.500
 804  qp1    259.57  -35.000   35.000   12.500
 805  sd1    265.57  -35.000   35.000   12.500
 806  sd1    271.57  -35.000   35.000   12.500
 807  qp1    271.73  -35.000   35.000   12.500
 808  qp1    271.89  -35.000   35.000   12.500
 809  sd2    272.28  -35.000   35.000   12.500
 810  sx1    272.28  -35.000   35.000   12.500
 811  sd3    272.48  -35.000   35.000   12.500
 812  qp2    272.71  -35.000   35.000   12.500
 813  qp2    272.94  -35.000   35.000   12.500
 814  sd14   273.53  -35.000   35.000   12.500
 815  qp3    273.69  -35.000   35.000   12.500
 816  qp3    273.85  -35.000   35.000   12.500
 817  sd5    274.05  -35.000   35.000   12.500
 818  sx2    274.05  -35.000   35.000   12.500
 819  sd6    274.84  -35.000   35.000   12.500
 820  bend2  275.02  -35.000   35.000   12.500
 821  bend3  275.19  -35.000   35.000   12.500
 822  bend3  275.37  -35.000   35.000   12.500
 823  bend3  275.54  -35.000   35.000   12.500
 824  bend3  275.72  -35.000   35.000   12.500
 825  bend4  275.89  -35.000   35.000   12.500
 826  sd7    276.33  -35.000   35.000   12.500
 827  qp4    276.49  -35.000   35.000   12.500
 828  qp4    276.65  -35.000   35.000   12.500
 829  sd8    276.85  -35.000   35.000   12.500
 830  sx3    276.85  -35.000   35.000   12.500
 831  sd9    277.33  -35.000   35.000   12.500
 832  qp5    277.49  -35.000   35.000   12.500
 833  qp5    277.65  -35.000   35.000   12.500
 834  sd12   278.12  -35.000   35.000   12.500
 835  sx4    278.12  -35.000   35.000   12.500
 836  sd10   278.59  -35.000   35.000   12.500
 837  qp5    278.75  -35.000   35.000   12.500
 838  qp5    278.91  -35.000   35.000   12.500
 839  sd9    279.39  -35.000   35.000   12.500
 840  sx3    279.39  -35.000   35.000   12.500
 841  sd8    279.59  -35.000   35.000   12.500
 842  qp4    279.75  -35.000   35.000   12.500
 843  qp4    279.91  -35.000   35.000   12.500
 844  sd7    280.35  -35.000   35.000   12.500
 845  bend2  280.52  -35.000   35.000   12.500
 846  bend3  280.70  -35.000   35.000   12.500
 847  bend3  280.87  -35.000   35.000   12.500
 848  bend3  281.05  -35.000   35.000   12.500
 849  bend3  281.22  -35.000   35.000   12.500
 850  bend4  281.40  -35.000   35.000   12.500
 851  sd7    281.84  -35.000   35.000   12.500
 852  qp6    282.00  -35.000   35.000   12.500
 853  qp6    282.16  -35.000   35.000   12.500
 854  sd5    282.36  -35.000   35.000   12.500
 855  sx5    282.36  -35.000   35.000   12.500
 856  sd4    282.75  -35.000   35.000   12.500
 857  qp7    282.98  -35.000   35.000   12.500
 858  qp7    283.21  -35.000   35.000   12.500
 859  sd3    283.41  -35.000   35.000   12.500
 860  sx6    283.41  -35.000   35.000   12.500
 861  sd2    283.80  -35.000   35.000   12.500
 862  qp8    283.96  -35.000   35.000   12.500
 863  qp8    284.12  -35.000   35.000   12.500
 864  sd13   287.60  -35.000   35.000   12.500
 865  sd13   291.09  -35.000   35.000   12.500
 866  qp8    291.25  -35.000   35.000   12.500
 867  qp8    291.41  -35.000   35.000   12.500
 868  sd2    291.80  -35.000   35.000   12.500
 869  sx8    291.80  -35.000   35.000   12.500
 870  sd3    292.00  -35.000   35.000   12.500
 871  qp7    292.23  -35.000   35.000   12.500
 872  qp7    292.46  -35.000   35.000   12.500
 873  sd4    292.85  -35.000   35.000   12.500
 874  sx7    292.85  -35.000   35.000   12.500
 875  sd5    293.05  -35.000   35.000   12.500
 876  qp6    293.21  -35.000   35.000   12.500
 877  qp6    293.37  -35.000   35.000   12.500
 878  sd7    293.81  -35.000   35.000   12.500
 879  bend2  293.98  -35.000   35.000   12.500
 880  bend3  294.16  -35.000   35.000   12.500
 881  bend3  294.33  -35.000   35.000   12.500
 882  bend3  294.51  -35.000   35.000   12.500
 883  bend3  294.68  -35.000   35.000   12.500
 884  bend4  294.86  -35.000   35.000   12.500
 885  sd7    295.30  -35.000   35.000   12.500
 886  qp9    295.46  -35.000   35.000   12.500
 887  qp9    295.62  -35.000   35.000   12.500
 888  sd8    295.82  -35.000   35.000   12.500
 889  sx9    295.82  -35.000   35.000   12.500
 890  sd9    296.29  -35.000   35.000   12.500
 891  qp10   296.45  -35.000   35.000   12.500
 892  qp10   296.61  -35.000   35.000   12.500
 893  sd8    296.81  -35.000   35.000   12.500
 894  sx10   296.81  -35.000   35.000   12.500
 895  sdac   298.72  -35.000   35.000   12.500
 896  sdac   300.62  -35.000   35.000   12.500
 897  sx10   300.62  -35.000   35.000   12.500
 898  sd8    300.82  -35.000   35.000   12.500
 899  qp10   300.98  -35.000   35.000   12.500
 900  qp10   301.14  -35.000   35.000   12.500
 901  sd9    301.62  -35.000   35.000   12.500
 902  sx9    301.62  -35.000   35.000   12.500
 903  sd8    301.82  -35.000   35.000   12.500
 904  qp9    301.98  -35.000   35.000   12.500
 905  qp9    302.14  -35.000   35.000   12.500
 906  sd7    302.58  -35.000   35.000   12.500
 907  bend2  302.76  -35.000   35.000   12.500
 908  bend3  302.93  -35.000   35.000   12.500
 909  bend3  303.11  -35.000   35.000   12.500
 910  bend3  303.28  -35.000   35.000   12.500
 911  bend3  303.46  -35.000   35.000   12.500
 912  bend4  303.63  -35.000   35.000   12.500
 913  sd7    304.07  -35.000   35.000   12.500
 914  qp6    304.23  -35.000   35.000   12.500
 915  qp6    304.39  -35.000   35.000   12.500
 916  sd5    304.59  -35.000   35.000   12.500
 917  sx7    304.59  -35.000   35.000   12.500
 918  sd4    304.98  -35.000   35.000   12.500
 919  qp7    305.21  -35.000   35.000   12.500
 920  qp7    305.44  -35.000   35.000   12.500
 921  sd3    305.64  -35.000   35.000   12.500
 922  sx8    305.64  -35.000   35.000   12.500
 923  sd2    306.03  -35.000   35.000   12.500
 924  qp8    306.19  -35.000   35.000   12.500
 925  qp8    306.35  -35.000   35.000   12.500
 926  sd13   309.83  -35.000   35.000   12.500
 927  sd13   313.32  -35.000   35.000   12.500
 928  qp8    313.48  -35.000   35.000   12.500
 929  qp8    313.64  -35.000   35.000   12.500
 930  sd2    314.03  -35.000   35.000   12.500
 931  sx8    314.03  -35.000   35.000   12.500
 932  sd3    314.23  -35.000   35.000   12.500
 933  qp7    314.46  -35.000   35.000   12.500
 934  qp7    314.69  -35.000   35.000   12.500
 935  sd4    315.08  -35.000   35.000   12.500
 936  sx7    315.08  -35.000   35.000   12.500
 937  sd5    315.28  -35.000   35.000   12.500
 938  qp6    315.44  -35.000   35.000   12.500
 939  qp6    315.60  -35.000   35.000   12.500
 940  sd7    316.04  -35.000   35.000   12.500
 941  bend2  316.21  -35.000   35.000   12.500
 942  bend3  316.39  -35.000   35.000   12.500
 943  bend3  316.56  -35.000   35.000   12.500
 944  bend3  316.74  -35.000   35.000   12.500
 945  bend3  316.91  -35.000   35.000   12.500
 946  bend4  317.09  -35.000   35.000   12.500
 947  sd7    317.53  -35.000   35.000   12.500
 948  qp9    317.69  -35.000   35.000   12.500
 949  qp9    317.85  -35.000   35.000   12.500
 950  sd8    318.05  -35.000   35.000   12.500
 951  sx9    318.05  -35.000   35.000   12.500
 952  sd9    318.53  -35.000   35.000   12.500
 953  qp10   318.69  -35.000   35.000   12.500
 954  qp10   318.85  -35.000   35.000   12.500
 955  sd8    319.05  -35.000   35.000   12.500
 956  sx10   319.05  -35.000   35.000   12.500
 957  sdac   320.95  -35.000   35.000   12.500
 958  sdac   322.86  -35.000   35.000   12.500
 959  sx10   322.86  -35.000   35.000   12.500
 960  sd8    323.06  -35.000   35.000   12.500
 961  qp10   323.22  -35.000   35.000   12.500
 962  qp10   323.38  -35.000   35.000   12.500
 963  sd9    323.85  -35.000   35.000   12.500
 964  sx9    323.85  -35.000   35.000   12.500
 965  sd8    324.05  -35.000   35.000   12.500
 966  qp9    324.21  -35.000   35.000   12.500
 967  qp9    324.37  -35.000   35.000   12.500
 968  sd7    324.81  -35.000   35.000   12.500
 969  bend2  324.99  -35.000   35.000   12.500
 970  bend3  325.16  -35.000   35.000   12.500
 971  bend3  325.34  -35.000   35.000   12.500
 972  bend3  325.51  -35.000   35.000   12.500
 973  bend3  325.69  -35.000   35.000   12.500
 974  bend4  325.86  -35.000   35.000   12.500
 975  sd7    326.30  -35.000   35.000   12.500
 976  qp6    326.46  -35.000   35.000   12.500
 977  qp6    326.62  -35.000   35.000   12.500
 978  sd5    326.82  -35.000   35.000   12.500
 979  sx7    326.82  -35.000   35.000   12.500
 980  sd4    327.21  -35.000   35.000   12.500
 981  qp7    327.44  -35.000   35.000   12.500
 982  qp7    327.67  -35.000   35.000   12.500
 983  sd3    327.87  -35.000   35.000   12.500
 984  sx8    327.87  -35.000   35.000   12.500
 985  sd2    328.26  -35.000   35.000   12.500
 986  qp8    328.42  -35.000   35.000   12.500
 987  qp8    328.58  -35.000   35.000   12.500
 988  sd13   332.07  -35.000   35.000   12.500
 989  sd13   335.55  -35.000   35.000   12.500
 990  qp8    335.71  -35.000   35.000   12.500
 991  qp8    335.87  -35.000   35.000   12.500
 992  sd2    336.26  -35.000   35.000   12.500
 993  sx6    336.26  -35.000   35.000   12.500
 994  sd3    336.46  -35.000   35.000   12.500
 995  qp7    336.69  -35.000   35.000   12.500
 996  qp7    336.92  -35.000   35.000   12.500
 997  sd4    337.31  -35.000   35.000   12.500
 998  sx5    337.31  -35.000   35.000   12.500
 999  sd5    337.51  -35.000   35.000   12.500
1000  qp6    337.67  -35.000   35.000   12.500
1001  qp6    337.83  -35.000   35.000   12.500
1002  sd7    338.27  -35.000   35.000   12.500
1003  bend2  338.44  -35.000   35.000   12.500
1004  bend3  338.62  -35.000   35.000   12.500
1005  bend3  338.80  -35.000   35.000   12.500
1006  bend3  338.97  -35.000   35.000   12.500
1007  bend3  339.15  -35.000   35.000   12.500
1008  bend4  339.32  -35.000   35.000   12.500
1009  sd7    339.76  -35.000   35.000   12.500
1010  qp4    339.92  -35.000   35.000   12.500
1011  qp4    340.08  -35.000   35.000   12.500
1012  sd8    340.28  -35.000   35.000   12.500
1013  sx3    340.28  -35.000   35.000   12.500
1014  sd9    340.76  -35.000   35.000   12.500
1015  qp5    340.92  -35.000   35.000   12.500
1016  qp5    341.08  -35.000   35.000   12.500
1017  sd10   341.55  -35.000   35.000   12.500
1018  sx4    341.55  -35.000   35.000   12.500
1019  sd12   342.02  -35.000   35.000   12.500
1020  qp5    342.18  -35.000   35.000   12.500
1021  qp5    342.34  -35.000   35.000   12.500
1022  sd9    342.81  -35.000   35.000   12.500
1023  sx3    342.81  -35.000   35.000   12.500
1024  sd8    343.01  -35.000   35.000   12.500
1025  qp4    343.17  -35.000   35.000   12.500
1026  qp4    343.33  -35.000   35.000   12.500
1027  sd7    343.77  -35.000   35.000   12.500
1028  bend2  343.95  -35.000   35.000   12.500
1029  bend3  344.13  -35.000   35.000   12.500
1030  bend3  344.30  -35.000   35.000   12.500
1031  bend3  344.48  -35.000   35.000   12.500
1032  bend3  344.65  -35.000   35.000   12.500
1033  bend4  344.83  -35.000   35.000   12.500
1034  sd6    345.62  -35.000   35.000   12.500
1035  sx2    345.62  -35.000   35.000   12.500
1036  sd5    345.82  -35.000   35.000   12.500
1037  qp3    345.98  -35.000   35.000   12.500
1038  qp3    346.14  -35.000   35.000   12.500
1039  sd14   346.73  -35.000   35.000   12.500
1040  qp2    346.96  -35.000   35.000   12.500
1041  qp2    347.19  -35.000   35.000   12.500
1042  sd3    347.39  -35.000   35.000   12.500
1043  sx1    347.39  -35.000   35.000   12.500
1044  sd2    347.78  -35.000   35.000   12.500
1045  qp1    347.94  -35.000   35.000   12.500
1046  qp1    348.10  -35.000   35.000   12.500
1047  sd1    354.10  -35.000   35.000   12.500
1048  cav    354.10  -35.000   35.000   12.500
