# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
1.8999999999999349e+02 +7.1866478431641649e+00 +0.0000000000000000e+00 +1.8998787870632191e+02 -1.9574263418909985e-02 +0.0000000000000000e+00 +9.9980840575162344e-01
1.9009999999999349e+02 +7.1846899003846163e+00 +0.0000000000000000e+00 +1.9008785953678446e+02 -1.9584592178947206e-02 +0.0000000000000000e+00 +9.9980820348163779e-01
1.9019999999999348e+02 +7.1827309247269966e+00 +0.0000000000000000e+00 +1.9018784034701466e+02 -1.9594920980334059e-02 +0.0000000000000000e+00 +9.9980800110409707e-01
1.9029999999999347e+02 +7.1807709161871696e+00 +0.0000000000000000e+00 +1.9028782113700171e+02 -1.9605249823102251e-02 +0.0000000000000000e+00 +9.9980779861899927e-01
1.9039999999999347e+02 +7.1788098747609954e+00 +0.0000000000000000e+00 +1.9038780190673486e+02 -1.9615578707276569e-02 +0.0000000000000000e+00 +9.9980759602634262e-01
1.9049999999999346e+02 +7.1768478004443326e+00 +0.0000000000000000e+00 +1.9048778265620339e+02 -1.9625907632881794e-02 +0.0000000000000000e+00 +9.9980739332612523e-01
1.9059999999999346e+02 +7.1748846932330368e+00 +0.0000000000000000e+00 +1.9058776338539650e+02 -1.9636236599942711e-02 +0.0000000000000000e+00 +9.9980719051834532e-01
1.9069999999999345e+02 +7.1729205531229612e+00 +0.0000000000000000e+00 +1.9068774409430347e+02 -1.9646565608484112e-02 +0.0000000000000000e+00 +9.9980698760300102e-01
1.9079999999999345e+02 +7.1709553801099561e+00 +0.0000000000000000e+00 +1.9078772478291353e+02 -1.9656894658530783e-02 +0.0000000000000000e+00 +9.9980678458009042e-01
1.9089999999999344e+02 +7.1689891741898704e+00 +0.0000000000000000e+00 +1.9088770545121591e+02 -1.9667223750107522e-02 +0.0000000000000000e+00 +9.9980658144961176e-01
1.9099999999999343e+02 +7.1670219353585498e+00 +0.0000000000000000e+00 +1.9098768609919986e+02 -1.9677552883239125e-02 +0.0000000000000000e+00 +9.9980637821156315e-01
1.9109999999999343e+02 +7.1650536636118272e+00 +0.0000000000000000e+00 +1.9108766672685462e+02 -1.9687882058265375e-02 +0.0000000000000000e+00 +9.9980617486593659e-01
1.9119999999999342e+02 +7.1630843589454836e+00 +0.0000000000000000e+00 +1.9118764733416944e+02 -1.9698211275669675e-02 +0.0000000000000000e+00 +9.9980597141272121e-01
1.9129999999999342e+02 +7.1611140213552789e+00 +0.0000000000000000e+00 +1.9128762792113358e+02 -1.9708540535488438e-02 +0.0000000000000000e+00 +9.9980576785191488e-01
1.9139999999999341e+02 +7.1591426508369711e+00 +0.0000000000000000e+00 +1.9138760848773626e+02 -1.9718869837741775e-02 +0.0000000000000000e+00 +9.9980556418351574e-01
1.9149999999999341e+02 +7.1571702473863157e+00 +0.0000000000000000e+00 +1.9148758903396671e+02 -1.9729199182449791e-02 +0.0000000000000000e+00 +9.9980536040752210e-01
1.9159999999999340e+02 +7.1551968109990653e+00 +0.0000000000000000e+00 +1.9158756955981417e+02 -1.9739528569632594e-02 +0.0000000000000000e+00 +9.9980515652393220e-01
1.9169999999999339e+02 +7.1532223416709728e+00 +0.0000000000000000e+00 +1.9168755006526791e+02 -1.9749857999310286e-02 +0.0000000000000000e+00 +9.9980495253274426e-01
1.9179999999999339e+02 +7.1512468393977864e+00 +0.0000000000000000e+00 +1.9178753055031714e+02 -1.9760187471502971e-02 +0.0000000000000000e+00 +9.9980474843395650e-01
1.9189999999999338e+02 +7.1492703041752543e+00 +0.0000000000000000e+00 +1.9188751101495112e+02 -1.9770516986230748e-02 +0.0000000000000000e+00 +9.9980454422756704e-01
1.9199999999999338e+02 +7.1472927359991214e+00 +0.0000000000000000e+00 +1.9198749145915906e+02 -1.9780846543513718e-02 +0.0000000000000000e+00 +9.9980433991357420e-01
1.9209999999999337e+02 +7.1453141348651545e+00 +0.0000000000000000e+00 +1.9208747188293023e+02 -1.9791176142666123e-02 +0.0000000000000000e+00 +9.9980413549199021e-01
1.9219999999999337e+02 +7.1433345007692282e+00 +0.0000000000000000e+00 +1.9218745228625386e+02 -1.9801505782665488e-02 +0.0000000000000000e+00 +9.9980393096283382e-01
1.9229999999999336e+02 +7.1413538337072602e+00 +0.0000000000000000e+00 +1.9228743266911920e+02 -1.9811835463491440e-02 +0.0000000000000000e+00 +9.9980372632610415e-01
1.9239999999999336e+02 +7.1393721336751677e+00 +0.0000000000000000e+00 +1.9238741303151548e+02 -1.9822165185160771e-02 +0.0000000000000000e+00 +9.9980352158179964e-01
1.9249999999999335e+02 +7.1373894006688658e+00 +0.0000000000000000e+00 +1.9248739337343196e+02 -1.9832494947690269e-02 +0.0000000000000000e+00 +9.9980331672991851e-01
1.9259999999999334e+02 +7.1354056346842674e+00 +0.0000000000000000e+00 +1.9258737369485786e+02 -1.9842824751096718e-02 +0.0000000000000000e+00 +9.9980311177045911e-01
1.9269999999999334e+02 +7.1334208357172839e+00 +0.0000000000000000e+00 +1.9268735399578244e+02 -1.9853154595396896e-02 +0.0000000000000000e+00 +9.9980290670341976e-01
1.9279999999999333e+02 +7.1314350037638246e+00 +0.0000000000000000e+00 +1.9278733427619494e+02 -1.9863484480607579e-02 +0.0000000000000000e+00 +9.9980270152879891e-01
1.9289999999999333e+02 +7.1294481388197983e+00 +0.0000000000000000e+00 +1.9288731453608460e+02 -1.9873814406745540e-02 +0.0000000000000000e+00 +9.9980249624659479e-01
1.9299999999999332e+02 +7.1274602408811107e+00 +0.0000000000000000e+00 +1.9298729477544066e+02 -1.9884144373827545e-02 +0.0000000000000000e+00 +9.9980229085680572e-01
1.9309999999999332e+02 +7.1254713099436531e+00 +0.0000000000000000e+00 +1.9308727499425237e+02 -1.9894474382333324e-02 +0.0000000000000000e+00 +9.9980208535942083e-01
1.9319999999999331e+02 +7.1234813460032393e+00 +0.0000000000000000e+00 +1.9318725519250896e+02 -1.9904804432969089e-02 +0.0000000000000000e+00 +9.9980187975442469e-01
1.9329999999999330e+02 +7.1214903490556534e+00 +0.0000000000000000e+00 +1.9328723537019965e+02 -1.9915134525780712e-02 +0.0000000000000000e+00 +9.9980167404181508e-01
1.9339999999999330e+02 +7.1194983190966763e+00 +0.0000000000000000e+00 +1.9338721552731371e+02 -1.9925464660789212e-02 +0.0000000000000000e+00 +9.9980146822159022e-01
1.9349999999999329e+02 +7.1175052561220884e+00 +0.0000000000000000e+00 +1.9348719566384037e+02 -1.9935794838015608e-02 +0.0000000000000000e+00 +9.9980126229374822e-01
1.9359999999999329e+02 +7.1155111601276655e+00 +0.0000000000000000e+00 +1.9358717577976887e+02 -1.9946125057480921e-02 +0.0000000000000000e+00 +9.9980105625828741e-01
1.9369999999999328e+02 +7.1135160311091834e+00 +0.0000000000000000e+00 +1.9368715587508845e+02 -1.9956455319206173e-02 +0.0000000000000000e+00 +9.9980085011520592e-01
1.9379999999999328e+02 +7.1115198690624153e+00 +0.0000000000000000e+00 +1.9378713594978834e+02 -1.9966785623212378e-02 +0.0000000000000000e+00 +9.9980064386450196e-01
1.9389999999999327e+02 +7.1095226739831316e+00 +0.0000000000000000e+00 +1.9388711600385776e+02 -1.9977115969520554e-02 +0.0000000000000000e+00 +9.9980043750617364e-01
1.9399999999999326e+02 +7.1075244458671012e+00 +0.0000000000000000e+00 +1.9398709603728597e+02 -1.9987446358151716e-02 +0.0000000000000000e+00 +9.9980023104021931e-01
1.9409999999999326e+02 +7.1055251847100935e+00 +0.0000000000000000e+00 +1.9408707605006219e+02 -1.9997776789030541e-02 +0.0000000000000000e+00 +9.9980002446663907e-01
1.9419999999999325e+02 +7.1035248905078916e+00 +0.0000000000000000e+00 +1.9418705604217570e+02 -2.0008107262037039e-02 +0.0000000000000000e+00 +9.9979981778543392e-01
1.9429999999999325e+02 +7.1015235632562819e+00 +0.0000000000000000e+00 +1.9428703601361570e+02 -2.0018437777191672e-02 +0.0000000000000000e+00 +9.9979961099660208e-01
1.9439999999999324e+02 +7.0995212029510482e+00 +0.0000000000000000e+00 +1.9438701596437144e+02 -2.0028768334520223e-02 +0.0000000000000000e+00 +9.9979940410014156e-01
1.9449999999999324e+02 +7.0975178095879716e+00 +0.0000000000000000e+00 +1.9448699589443214e+02 -2.0039098934048479e-02 +0.0000000000000000e+00 +9.9979919709605058e-01
1.9459999999999323e+02 +7.0955133831628308e+00 +0.0000000000000000e+00 +1.9458697580378706e+02 -2.0049429575802233e-02 +0.0000000000000000e+00 +9.9979898998432726e-01
1.9469999999999322e+02 +7.0935079236714023e+00 +0.0000000000000000e+00 +1.9468695569242541e+02 -2.0059760259807272e-02 +0.0000000000000000e+00 +9.9979878276496970e-01
1.9479999999999322e+02 +7.0915014311094602e+00 +0.0000000000000000e+00 +1.9478693556033645e+02 -2.0070090986089393e-02 +0.0000000000000000e+00 +9.9979857543797601e-01
1.9489999999999321e+02 +7.0894939054727750e+00 +0.0000000000000000e+00 +1.9488691540750941e+02 -2.0080421754674393e-02 +0.0000000000000000e+00 +9.9979836800334421e-01
1.9499999999999321e+02 +7.0874853467571146e+00 +0.0000000000000000e+00 +1.9498689523393352e+02 -2.0090752565588076e-02 +0.0000000000000000e+00 +9.9979816046107250e-01
1.9509999999999320e+02 +7.0854757549582406e+00 +0.0000000000000000e+00 +1.9508687503959803e+02 -2.0101083419025442e-02 +0.0000000000000000e+00 +9.9979795281115547e-01
1.9519999999999320e+02 +7.0834651300718834e+00 +0.0000000000000000e+00 +1.9518685482449217e+02 -2.0111414315261165e-02 +0.0000000000000000e+00 +9.9979774505358632e-01
1.9529999999999319e+02 +7.0814534720937612e+00 +0.0000000000000000e+00 +1.9528683458860516e+02 -2.0121745254321484e-02 +0.0000000000000000e+00 +9.9979753718836306e-01
1.9539999999999318e+02 +7.0794407810195912e+00 +0.0000000000000000e+00 +1.9538681433192625e+02 -2.0132076236223102e-02 +0.0000000000000000e+00 +9.9979732921548403e-01
1.9549999999999318e+02 +7.0774270568450879e+00 +0.0000000000000000e+00 +1.9548679405444466e+02 -2.0142407260982723e-02 +0.0000000000000000e+00 +9.9979712113494745e-01
1.9559999999999317e+02 +7.0754122995659650e+00 +0.0000000000000000e+00 +1.9558677375614965e+02 -2.0152738328617040e-02 +0.0000000000000000e+00 +9.9979691294675155e-01
1.9569999999999317e+02 +7.0733965091779343e+00 +0.0000000000000000e+00 +1.9568675343703043e+02 -2.0163069439142749e-02 +0.0000000000000000e+00 +9.9979670465089465e-01
1.9579999999999316e+02 +7.0713796856767059e+00 +0.0000000000000000e+00 +1.9578673309707625e+02 -2.0173400592576534e-02 +0.0000000000000000e+00 +9.9979649624737499e-01
1.9589999999999316e+02 +7.0693618290579883e+00 +0.0000000000000000e+00 +1.9588671273627634e+02 -2.0183731788935084e-02 +0.0000000000000000e+00 +9.9979628773619089e-01
1.9599999999999315e+02 +7.0673429393174878e+00 +0.0000000000000000e+00 +1.9598669235461992e+02 -2.0194063028235076e-02 +0.0000000000000000e+00 +9.9979607911734059e-01
1.9609999999999314e+02 +7.0653230164509067e+00 +0.0000000000000000e+00 +1.9608667195209622e+02 -2.0204394310589398e-02 +0.0000000000000000e+00 +9.9979587039082041e-01
1.9619999999999314e+02 +7.0633020604539292e+00 +0.0000000000000000e+00 +1.9618665152869448e+02 -2.0214725636164336e-02 +0.0000000000000000e+00 +9.9979566155662558e-01
1.9629999999999313e+02 +7.0612800713222317e+00 +0.0000000000000000e+00 +1.9628663108440395e+02 -2.0225057004988729e-02 +0.0000000000000000e+00 +9.9979545261475411e-01
1.9639999999999313e+02 +7.0592570490514888e+00 +0.0000000000000000e+00 +1.9638661061921385e+02 -2.0235388417085991e-02 +0.0000000000000000e+00 +9.9979524356520411e-01
1.9649999999999312e+02 +7.0572329936373714e+00 +0.0000000000000000e+00 +1.9648659013311342e+02 -2.0245719872479532e-02 +0.0000000000000000e+00 +9.9979503440797368e-01
1.9659999999999312e+02 +7.0552079050755490e+00 +0.0000000000000000e+00 +1.9658656962609189e+02 -2.0256051371192761e-02 +0.0000000000000000e+00 +9.9979482514306095e-01
1.9669999999999311e+02 +7.0531817833616879e+00 +0.0000000000000000e+00 +1.9668654909813847e+02 -2.0266382913249097e-02 +0.0000000000000000e+00 +9.9979461577046402e-01
1.9679999999999310e+02 +7.0511546284914530e+00 +0.0000000000000000e+00 +1.9678652854924241e+02 -2.0276714498671952e-02 +0.0000000000000000e+00 +9.9979440629018101e-01
1.9689999999999310e+02 +7.0491264404605065e+00 +0.0000000000000000e+00 +1.9688650797939292e+02 -2.0287046127484741e-02 +0.0000000000000000e+00 +9.9979419670221004e-01
1.9699999999999309e+02 +7.0470972192645087e+00 +0.0000000000000000e+00 +1.9698648738857926e+02 -2.0297377799710883e-02 +0.0000000000000000e+00 +9.9979398700654920e-01
1.9709999999999309e+02 +7.0450669648991253e+00 +0.0000000000000000e+00 +1.9708646677679064e+02 -2.0307709515090706e-02 +0.0000000000000000e+00 +9.9979377720320239e-01
1.9719999999999308e+02 +7.0430356773600664e+00 +0.0000000000000000e+00 +1.9718644614401632e+02 -2.0318041273217256e-02 +0.0000000000000000e+00 +9.9979356729217650e-01
1.9729999999999308e+02 +7.0410033566430572e+00 +0.0000000000000000e+00 +1.9728642549024551e+02 -2.0328373074098929e-02 +0.0000000000000000e+00 +9.9979335727346996e-01
1.9739999999999307e+02 +7.0389700027438211e+00 +0.0000000000000000e+00 +1.9738640481546744e+02 -2.0338704917760603e-02 +0.0000000000000000e+00 +9.9979314714708079e-01
1.9749999999999307e+02 +7.0369356156580789e+00 +0.0000000000000000e+00 +1.9748638411967136e+02 -2.0349036804227155e-02 +0.0000000000000000e+00 +9.9979293691300719e-01
1.9759999999999306e+02 +7.0349001953815486e+00 +0.0000000000000000e+00 +1.9758636340284647e+02 -2.0359368733523463e-02 +0.0000000000000000e+00 +9.9979272657124718e-01
1.9769999999999305e+02 +7.0328637419099458e+00 +0.0000000000000000e+00 +1.9768634266498202e+02 -2.0369700705674412e-02 +0.0000000000000000e+00 +9.9979251612179887e-01
1.9779999999999305e+02 +7.0308262552389840e+00 +0.0000000000000000e+00 +1.9778632190606723e+02 -2.0380032720704884e-02 +0.0000000000000000e+00 +9.9979230556466037e-01
1.9789999999999304e+02 +7.0287877353643742e+00 +0.0000000000000000e+00 +1.9788630112609135e+02 -2.0390364778639765e-02 +0.0000000000000000e+00 +9.9979209489982979e-01
1.9799999999999304e+02 +7.0267481822818247e+00 +0.0000000000000000e+00 +1.9798628032504359e+02 -2.0400696879503945e-02 +0.0000000000000000e+00 +9.9979188412730524e-01
1.9809999999999303e+02 +7.0247075959870173e+00 +0.0000000000000000e+00 +1.9808625950291321e+02 -2.0411029024089013e-02 +0.0000000000000000e+00 +9.9979167324706908e-01
1.9819999999999303e+02 +7.0226659764755075e+00 +0.0000000000000000e+00 +1.9818623865968942e+02 -2.0421361213599262e-02 +0.0000000000000000e+00 +9.9979146225909532e-01
1.9829999999999302e+02 +7.0206233237427975e+00 +0.0000000000000000e+00 +1.9828621779536144e+02 -2.0431693448110848e-02 +0.0000000000000000e+00 +9.9979125116338097e-01
1.9839999999999301e+02 +7.0185796377843843e+00 +0.0000000000000000e+00 +1.9838619690991851e+02 -2.0442025727654509e-02 +0.0000000000000000e+00 +9.9979103995992391e-01
1.9849999999999301e+02 +7.0165349185957639e+00 +0.0000000000000000e+00 +1.9848617600334984e+02 -2.0452358052260984e-02 +0.0000000000000000e+00 +9.9979082864872204e-01
1.9859999999999300e+02 +7.0144891661724289e+00 +0.0000000000000000e+00 +1.9858615507564465e+02 -2.0462690421961031e-02 +0.0000000000000000e+00 +9.9979061722977336e-01
1.9869999999999300e+02 +7.0124423805098681e+00 +0.0000000000000000e+00 +1.9868613412679218e+02 -2.0473022836785402e-02 +0.0000000000000000e+00 +9.9979040570307565e-01
1.9879999999999299e+02 +7.0103945616035670e+00 +0.0000000000000000e+00 +1.9878611315678165e+02 -2.0483355296764861e-02 +0.0000000000000000e+00 +9.9979019406862690e-01
1.9889999999999299e+02 +7.0083457094490091e+00 +0.0000000000000000e+00 +1.9888609216560229e+02 -2.0493687801930179e-02 +0.0000000000000000e+00 +9.9978998232642502e-01
1.9899999999999298e+02 +7.0062958240416737e+00 +0.0000000000000000e+00 +1.9898607115324333e+02 -2.0504020352312136e-02 +0.0000000000000000e+00 +9.9978977047646778e-01
1.9909999999999297e+02 +7.0042449053770710e+00 +0.0000000000000000e+00 +1.9908605011969399e+02 -2.0514352946897022e-02 +0.0000000000000000e+00 +9.9978955851877460e-01
1.9919999999999297e+02 +7.0021929534508764e+00 +0.0000000000000000e+00 +1.9918602906494351e+02 -2.0524685584093563e-02 +0.0000000000000000e+00 +9.9978934645337669e-01
1.9929999999999296e+02 +7.0001399682588339e+00 +0.0000000000000000e+00 +1.9928600798898108e+02 -2.0535018263854347e-02 +0.0000000000000000e+00 +9.9978913428027372e-01
1.9939999999999296e+02 +6.9980859497966987e+00 +0.0000000000000000e+00 +1.9938598689179597e+02 -2.0545350985822469e-02 +0.0000000000000000e+00 +9.9978892199947156e-01
1.9949999999999295e+02 +6.9960308980602779e+00 +0.0000000000000000e+00 +1.9948596577337739e+02 -2.0555683749565637e-02 +0.0000000000000000e+00 +9.9978870961097766e-01
1.9959999999999295e+02 +6.9939748130453925e+00 +0.0000000000000000e+00 +1.9958594463371458e+02 -2.0566016555106575e-02 +0.0000000000000000e+00 +9.9978849711479034e-01
1.9969999999999294e+02 +6.9919176947478618e+00 +0.0000000000000000e+00 +1.9968592347279676e+02 -2.0576349402477635e-02 +0.0000000000000000e+00 +9.9978828451090740e-01
1.9979999999999293e+02 +6.9898595431635018e+00 +0.0000000000000000e+00 +1.9978590229061317e+02 -2.0586682291711178e-02 +0.0000000000000000e+00 +9.9978807179932694e-01
1.9989999999999293e+02 +6.9878003582881236e+00 +0.0000000000000000e+00 +1.9988588108715302e+02 -2.0597015222839569e-02 +0.0000000000000000e+00 +9.9978785898004685e-01
1.9999999999999292e+02 +6.9857401401175361e+00 +0.0000000000000000e+00 +1.9998585986240559e+02 -2.0607348195895183e-02 +0.0000000000000000e+00 +9.9978764605306514e-01
2.0009999999999292e+02 +6.9836788886475416e+00 +0.0000000000000000e+00 +2.0008583861636006e+02 -2.0617681211025512e-02 +0.0000000000000000e+00 +9.9978743301837736e-01
2.0019999999999291e+02 +6.9816166038739214e+00 +0.0000000000000000e+00 +2.0018581734900567e+02 -2.0628014268433217e-02 +0.0000000000000000e+00 +9.9978721987597796e-01
2.0029999999999291e+02 +6.9795532857924449e+00 +0.0000000000000000e+00 +2.0028579606033168e+02 -2.0638347368143177e-02 +0.0000000000000000e+00 +9.9978700662586506e-01
2.0039999999999290e+02 +6.9774889343988820e+00 +0.0000000000000000e+00 +2.0038577475032727e+02 -2.0648680510173049e-02 +0.0000000000000000e+00 +9.9978679326803699e-01
2.0049999999999289e+02 +6.9754235496889994e+00 +0.0000000000000000e+00 +2.0048575341898169e+02 -2.0659013694540488e-02 +0.0000000000000000e+00 +9.9978657980249186e-01
2.0059999999999289e+02 +6.9733571316585623e+00 +0.0000000000000000e+00 +2.0058573206628418e+02 -2.0669346921263144e-02 +0.0000000000000000e+00 +9.9978636622922801e-01
2.0069999999999288e+02 +6.9712896803033342e+00 +0.0000000000000000e+00 +2.0068571069222395e+02 -2.0679680190358665e-02 +0.0000000000000000e+00 +9.9978615254824377e-01
2.0079999999999288e+02 +6.9692211956190775e+00 +0.0000000000000000e+00 +2.0078568929679022e+02 -2.0690013501844698e-02 +0.0000000000000000e+00 +9.9978593875953725e-01
2.0089999999999287e+02 +6.9671516776015521e+00 +0.0000000000000000e+00 +2.0088566787997226e+02 -2.0700346855738880e-02 +0.0000000000000000e+00 +9.9978572486310680e-01
2.0099999999999287e+02 +6.9650811262465160e+00 +0.0000000000000000e+00 +2.0098564644175926e+02 -2.0710680252058855e-02 +0.0000000000000000e+00 +9.9978551085895051e-01
2.0109999999999286e+02 +6.9630095415497131e+00 +0.0000000000000000e+00 +2.0108562498214044e+02 -2.0721013691229886e-02 +0.0000000000000000e+00 +9.9978529674705841e-01
2.0119999999999285e+02 +6.9609369235068188e+00 +0.0000000000000000e+00 +2.0118560350110508e+02 -2.0731347173908014e-02 +0.0000000000000000e+00 +9.9978508252741527e-01
2.0129999999999285e+02 +6.9588632721134793e+00 +0.0000000000000000e+00 +2.0128558199864236e+02 -2.0741680700136517e-02 +0.0000000000000000e+00 +9.9978486820001899e-01
2.0139999999999284e+02 +6.9567885873653390e+00 +0.0000000000000000e+00 +2.0138556047474151e+02 -2.0752014269933016e-02 +0.0000000000000000e+00 +9.9978465376486769e-01
2.0149999999999284e+02 +6.9547128692580396e+00 +0.0000000000000000e+00 +2.0148553892939174e+02 -2.0762347883315140e-02 +0.0000000000000000e+00 +9.9978443922195948e-01
2.0159999999999283e+02 +6.9526361177872218e+00 +0.0000000000000000e+00 +2.0158551736258229e+02 -2.0772681540300507e-02 +0.0000000000000000e+00 +9.9978422457129268e-01
2.0169999999999283e+02 +6.9505583329485248e+00 +0.0000000000000000e+00 +2.0168549577430241e+02 -2.0783015240906734e-02 +0.0000000000000000e+00 +9.9978400981286553e-01
2.0179999999999282e+02 +6.9484795147375857e+00 +0.0000000000000000e+00 +2.0178547416454128e+02 -2.0793348985151439e-02 +0.0000000000000000e+00 +9.9978379494667624e-01
2.0189999999999281e+02 +6.9463996631500393e+00 +0.0000000000000000e+00 +2.0188545253328815e+02 -2.0803682773052234e-02 +0.0000000000000000e+00 +9.9978357997272294e-01
2.0199999999999281e+02 +6.9443187781815192e+00 +0.0000000000000000e+00 +2.0198543088053222e+02 -2.0814016604626725e-02 +0.0000000000000000e+00 +9.9978336489100383e-01
2.0209999999999280e+02 +6.9422368598276689e+00 +0.0000000000000000e+00 +2.0208540920626274e+02 -2.0824350479526705e-02 +0.0000000000000000e+00 +9.9978314970152482e-01
2.0219999999999280e+02 +6.9401539080841887e+00 +0.0000000000000000e+00 +2.0218538751046893e+02 -2.0834684397202419e-02 +0.0000000000000000e+00 +9.9978293440429600e-01
2.0229999999999279e+02 +6.9380699229468021e+00 +0.0000000000000000e+00 +2.0228536579314002e+02 -2.0845018357664238e-02 +0.0000000000000000e+00 +9.9978271899931559e-01
2.0239999999999279e+02 +6.9359849044112289e+00 +0.0000000000000000e+00 +2.0238534405426520e+02 -2.0855352360946149e-02 +0.0000000000000000e+00 +9.9978250348658160e-01
2.0249999999999278e+02 +6.9338988524731846e+00 +0.0000000000000000e+00 +2.0248532229383375e+02 -2.0865686407082144e-02 +0.0000000000000000e+00 +9.9978228786609191e-01
2.0259999999999278e+02 +6.9318117671283828e+00 +0.0000000000000000e+00 +2.0258530051183484e+02 -2.0876020496106231e-02 +0.0000000000000000e+00 +9.9978207213784442e-01
2.0269999999999277e+02 +6.9297236483725326e+00 +0.0000000000000000e+00 +2.0268527870825773e+02 -2.0886354628052422e-02 +0.0000000000000000e+00 +9.9978185630183702e-01
2.0279999999999276e+02 +6.9276344962013408e+00 +0.0000000000000000e+00 +2.0278525688309162e+02 -2.0896688802954741e-02 +0.0000000000000000e+00 +9.9978164035806760e-01
2.0289999999999276e+02 +6.9255443106105092e+00 +0.0000000000000000e+00 +2.0288523503632575e+02 -2.0907023020847220e-02 +0.0000000000000000e+00 +9.9978142430653394e-01
2.0299999999999275e+02 +6.9234530915957375e+00 +0.0000000000000000e+00 +2.0298521316794933e+02 -2.0917357281763901e-02 +0.0000000000000000e+00 +9.9978120814723404e-01
2.0309999999999275e+02 +6.9213608391526931e+00 +0.0000000000000000e+00 +2.0308519127795159e+02 -2.0927691586637077e-02 +0.0000000000000000e+00 +9.9978099188014691e-01
2.0319999999999274e+02 +6.9192675532768941e+00 +0.0000000000000000e+00 +2.0318516936632176e+02 -2.0938025936912977e-02 +0.0000000000000000e+00 +9.9978077550524092e-01
2.0329999999999274e+02 +6.9171732339637941e+00 +0.0000000000000000e+00 +2.0328514743304905e+02 -2.0948360332659226e-02 +0.0000000000000000e+00 +9.9978055902251317e-01
2.0339999999999273e+02 +6.9150778812088456e+00 +0.0000000000000000e+00 +2.0338512547812266e+02 -2.0958694773884446e-02 +0.0000000000000000e+00 +9.9978034243196190e-01
2.0349999999999272e+02 +6.9129814950075010e+00 +0.0000000000000000e+00 +2.0348510350153182e+02 -2.0969029260597252e-02 +0.0000000000000000e+00 +9.9978012573358555e-01
2.0359999999999272e+02 +6.9108840753552103e+00 +0.0000000000000000e+00 +2.0358508150326577e+02 -2.0979363792806252e-02 +0.0000000000000000e+00 +9.9977990892738233e-01
2.0369999999999271e+02 +6.9087856222474233e+00 +0.0000000000000000e+00 +2.0368505948331369e+02 -2.0989698370520043e-02 +0.0000000000000000e+00 +9.9977969201335071e-01
2.0379999999999271e+02 +6.9066861356795890e+00 +0.0000000000000000e+00 +2.0378503744166483e+02 -2.1000032993747211e-02 +0.0000000000000000e+00 +9.9977947499148900e-01
2.0389999999999270e+02 +6.9045856156471563e+00 +0.0000000000000000e+00 +2.0388501537830840e+02 -2.1010367662496334e-02 +0.0000000000000000e+00 +9.9977925786179556e-01
2.0399999999999270e+02 +6.9024840621455725e+00 +0.0000000000000000e+00 +2.0398499329323360e+02 -2.1020702376775977e-02 +0.0000000000000000e+00 +9.9977904062426859e-01
2.0409999999999269e+02 +6.9003814751703141e+00 +0.0000000000000000e+00 +2.0408497118642967e+02 -2.1031037135620007e-02 +0.0000000000000000e+00 +9.9977882327892709e-01
2.0419999999999268e+02 +6.8982778547170165e+00 +0.0000000000000000e+00 +2.0418494905788580e+02 -2.1041371937486387e-02 +0.0000000000000000e+00 +9.9977860582580191e-01
2.0429999999999268e+02 +6.8961732007813836e+00 +0.0000000000000000e+00 +2.0428492690759123e+02 -2.1051706782334517e-02 +0.0000000000000000e+00 +9.9977838826489263e-01
2.0439999999999267e+02 +6.8940675133591158e+00 +0.0000000000000000e+00 +2.0438490473553517e+02 -2.1062041670188977e-02 +0.0000000000000000e+00 +9.9977817059619734e-01
2.0449999999999267e+02 +6.8919607924459116e+00 +0.0000000000000000e+00 +2.0448488254170687e+02 -2.1072376601074350e-02 +0.0000000000000000e+00 +9.9977795281971404e-01
2.0459999999999266e+02 +6.8898530380374661e+00 +0.0000000000000000e+00 +2.0458486032609551e+02 -2.1082711575015223e-02 +0.0000000000000000e+00 +9.9977773493544086e-01
2.0469999999999266e+02 +6.8877442501294723e+00 +0.0000000000000000e+00 +2.0468483808869036e+02 -2.1093046592036181e-02 +0.0000000000000000e+00 +9.9977751694337580e-01
2.0479999999999265e+02 +6.8856344287176219e+00 +0.0000000000000000e+00 +2.0478481582948061e+02 -2.1103381652161812e-02 +0.0000000000000000e+00 +9.9977729884351696e-01
2.0489999999999264e+02 +6.8835235737976026e+00 +0.0000000000000000e+00 +2.0488479354845546e+02 -2.1113716755416709e-02 +0.0000000000000000e+00 +9.9977708063586246e-01
2.0499999999999264e+02 +6.8814116853651006e+00 +0.0000000000000000e+00 +2.0498477124560418e+02 -2.1124051901825466e-02 +0.0000000000000000e+00 +9.9977686232041041e-01
2.0509999999999263e+02 +6.8792987634157834e+00 +0.0000000000000000e+00 +2.0508474892091596e+02 -2.1134387091910178e-02 +0.0000000000000000e+00 +9.9977664389714826e-01
2.0519999999999263e+02 +6.8771848079452340e+00 +0.0000000000000000e+00 +2.0518472657438002e+02 -2.1144722326493195e-02 +0.0000000000000000e+00 +9.9977642536605726e-01
2.0529999999999262e+02 +6.8750698189489992e+00 +0.0000000000000000e+00 +2.0528470420598558e+02 -2.1155057605625485e-02 +0.0000000000000000e+00 +9.9977620672713485e-01
2.0539999999999262e+02 +6.8729537964226228e+00 +0.0000000000000000e+00 +2.0538468181572185e+02 -2.1165392929324088e-02 +0.0000000000000000e+00 +9.9977598798037925e-01
